Truth,Pred
k,k
D,D
a,a
r,r
c,c
y,y
 , 
f,f
o,o
<INS>,z
r,r
m,<DEL>
e,e
r,r
l,l
y,y
 , 
s,s
p,p
o,o
k,k
e,e
n,n
 , 
o,o
f,f
 , 
a,a
s,s
 , 
a,a
 , 
v,v
e,e
r,r
y,y
 , 
p,p
r,r
o,o
u,u
d,a
",",","
 , 
i,a
l,l
l,ů
-,<DEL>
 , 
n,n
a,a
t,t
u,u
r,r
e,e
d,d
 , 
b,B
o,o
y,y
.,.
 , 
“,“
W,N
i,i
l,l
l,l
 , 
y,y
o,o
u,u
 , 
c,c
o,o
m,z
e,e
 , 
a,a
n,n
d,d
 , 
s,s
e,e
e,e
 , 
m,m
e,e
?,<DEL>
”,<DEL>
 , 
],)
 , 
M,M
r,r
s,e
.,.
<INS>,-
 , 
G,G
a,a
r,r
d,d
i,a
n,n
e,e
r,r
<INS>,'
’, 
s,=
 , 
c,c
a,a
u,u
t,t
i,i
o,o
n,n
 , 
t,t
o,e
 , 
E,Z
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
w,v
a,a
s,e
 , 
p,p
u,u
n,n
c,e
t,t
u,u
a,a
l,l
l,l
y,y
 , 
a,a
n,n
d,d
 , 
k,k
i,i
n,n
d,d
l,l
y,y
 , 
g,g
i,a
v,v
e,e
n,n
 , 
o,o
n,n
 , 
t,t
h,h
e,e
 , 
f,f
i,i
r,r
s,s
t,t
 , 
f,f
a,a
v,v
o,o
u,u
r,r
a,a
b,b
l,l
e,e
 , 
<INS>,i
<INS>,s
<INS>, 
o,o
p,p
p,p
o,o
r,r
t,t
u,u
n,m
i,i
t,t
y,y
 , 
o,o
f,f
 , 
s,s
p,p
e,e
a,a
k,k
i,i
n,n
g,g
 , 
t,t
o,o
 , 
h,h
e,e
r,r
 , 
a,a
l,i
o,c
n,n
e,e
:,:
 , 
a,a
f,f
t,t
e,e
r,r
l,l
a,a
s,s
k,k
a,a
v,v
ě,ě
 , 
a,a
 , 
v,v
y,y
d,d
a,a
l,l
 , 
n,n
á,á
 , 
„,„
n,n
e,e
m,m
o,o
c,c
n,n
i,i
č,č
n,n
í,í
 , 
l,l
í,í
s,s
t,t
k,k
y,y
 , 
n,n
i,i
c,c
h,h
ž,ž
 , 
b,b
y,y
l,l
a,a
 , 
z,z
a,a
z,z
n,n
a,a
m,m
 , 
n,n
a,a
š,š
e,e
 , 
j,j
m,m
é,é
n,n
a,a
.,.
 , 
D,D
a,a
l,l
š,š
í,í
 , 
n,n
e,e
m,m
o,o
c,c
i,i
",",","
 , 
p,p
ř,ř
e,e
d,d
e,e
p,p
s,s
á,á
 , 
s,s
t,t
r,r
a,a
v,v
y,y
 , 
a,a
 , 
o,o
s,s
t,t
a,a
t,t
n,n
í,í
 , 
b,b
 , 
z,z
ů,ů
s,s
t,t
a,a
v,v
e,e
n,n
o,o
 , 
t,t
o,o
m,m
u,u
 , 
z,z
c,c
h,h
o,o
d,d
i,i
l,l
i,i
 , 
n,n
a,a
 , 
t,t
r,h
h,a
 , 
a,©
 , 
p,p
ř,ř
i,i
n,n
á,á
š,š
e,e
l,l
i,i
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
ů,ů
m,m
 , 
p,p
r,r
e,e
c,c
l,l
í,i
k,k
y,y
",",.
 , 
<INS>,i
m,n
a,a
s,s
o,o
 , 
a,a
 , 
v,v
š,š
e,e
c,c
h,h
n,n
o,o
 , 
<INS>,","
<INS>, 
o,o
s,s
t,t
a,a
t,t
n,n
í,í
",",","
 , 
t,t
o,o
t,t
i,i
ž,ž
 , 
t,t
a,a
k,k
o,o
v,v
é,é
 , 
<INS>, 
v,v
ě,ě
c,c
i,i
",",.
 , 
k,k
t,t
e,e
r,r
é,é
 , 
m,m
o,o
h,h
l,l
i,i
 , 
<INS>, 
o,o
b,b
s,s
t,t
a,a
r,r
a,a
t,t
i,i
 , 
b,b
e,e
z,z
 , 
v,v
ě,ě
t,t
š,š
í,í
h,h
o,o
 , 
z,z
a,a
h,h
a,a
n,n
b,b
e,e
n,n
í,:
.,<DEL>
 , 
P,P
r,r
o,o
č,t
 , 
s,s
e,e
 , 
s,s
t,t
a,a
l,l
y,y
 , 
v,v
š,š
e,e
c,c
h,h
n,n
y,y
 , 
t,t
y,y
 , 
z,z
m,m
ě,ě
n,:
y,<DEL>
",",<DEL>
 , 
p,<DEL>
r,<DEL>
o,<DEL>
č,<DEL>
 ,<DEL>
k,k
á,á
z,z
n,m
i,<DEL>
c,c
i,i
 , 
z,z
m,m
ě,ě
n,n
i,i
l,l
i,i
 , 
v,v
 , 
t,t
r,r
e,e
s,s
t,t
a,s
n,n
e,e
c,c
k,k
o,o
u,u
 , 
r,r
o,o
t,t
u,u
",",.
 , 
t,t
o,e
 , 
j,j
i,i
ž,ž
<INS>, 
<INS>,<
<INS>,2
j,J
í,i
",",<DEL>
 , 
ž,ž
e,e
 , 
j,j
e,e
j,j
í,í
 , 
o,o
b,b
ě,ě
ť,ť
 , 
n,n
e,e
b,b
y,y
l,l
a,a
 , 
n,m
a,a
d,d
a,a
r,r
m,m
o,o
.,.
 , 
I,I
 , 
t,t
a,a
t,t
í,í
n,n
e,e
k,k
 , 
t,t
i,i
 , 
d,d
á,á
v,v
á,á
 , 
o,o
č,č
i,i
m,m
a,a
 , 
z,z
n,n
a,a
m,m
e,e
n,n
í,í
",",","
 , 
a,a
b,b
y,y
s,s
 , 
u,<DEL>
t,t
e,e
k,k
l,l
.,.
 , 
V,V
í,i
",",","
 , 
ž,ž
e,e
 , 
j,j
e,e
 , 
u,u
ž,ž
 , 
v,v
š,š
e,e
c,c
h,h
n,n
o,o
 , 
s,s
t,t
e,e
j,j
n,n
ě,ě
 , 
p,p
r,r
o,o
z,z
r,r
a,a
z,z
e,e
n,n
o,o
 , 
a,a
 , 
z,z
t,t
r,r
a,a
c,c
e,e
n,n
o,o
",",","
 , 
t,t
o,o
ž,ž
 , 
n,n
a,a
č,č
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
z,Z
v,v
y,y
š,š
o,o
v,v
a,a
t,t
 , 
p,p
o,o
č,č
e,e
t,t
 , 
o,o
b,b
ě,ě
t,t
í,í
?,?
 , 
A,A
l,l
e,e
 , 
<INS>,a
m,m
u,i
s,s
í,i
š,é
 , 
b,b
ý,ý
t,t
 , 
r,r
y,y
c,c
h,h
l,l
ý,ý
 , 
a,a
 , 
m,m
r,r
š,š
t,t
n,n
ý,ý
 , 
j,j
a,a
k,k
o,o
 , 
v,v
e,e
v,v
e,e
r,r
k,k
a,a
",",","
 , 
n,n
e,e
b,b
o,o
ť,ť
 , 
d,d
r,r
u,u
h,h
ý,ý
 , 
g,g
e,e
s,s
t,t
a,a
p,p
á,á
k,k
 , 
n,n
e,e
s,s
t,t
ř,ř
í,í
l,l
í,í
 , 
j,j
e,e
n,n
š,š
k,k
o,o
l,l
y,y
",",","
 , 
k,k
o,o
n,n
č,č
i,i
l,l
 , 
s,s
v,v
é,é
 , 
v,v
y,y
p,p
r,r
a,a
v,v
o,o
v,v
á,á
n,n
í,í
 , 
S,S
e,e
m,m
e,e
l,l
a,a
",",","
 , 
r,r
o,o
z,z
h,h
o,o
d,d
l,l
 , 
j,j
s,s
e,e
m,m
 , 
s,s
e,e
",",","
 , 
ž,ž
e,e
 , 
s,s
e,e
 , 
p,p
o,o
k,k
u,u
s,s
í,í
m,m
 , 
o,o
 , 
ú,ú
t,t
ě,ě
k,k
 , 
d,d
o,o
 , 
c,c
i,i
z,z
i,i
n,n
y,y
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
j,j
e,e
d,d
n,n
o,o
u,u
.,.
 , 
P,P
r,r
o,o
t,t
o,o
ž,ž
e,e
 , 
v,v
 , 
P,P
o,o
l,l
s,s
k,k
u,u
 , 
n,n
á,á
s,s
 , 
j,j
i,i
ž,ž
 , 
n,n
e,e
n,n
í,í
 , 
<INS>, 
t,t
ř,ř
e,e
b,b
a,a
",",","
 , 
j,j
d,d
u,u
 , 
n,n
a,a
 , 
S,S
l,l
o,o
v,v
e,e
n,n
s,s
k,k
o,o
 , 
a,a
 , 
d,d
á,á
l,l
e,e
",",","
 , 
j,j
a,a
k,k
 , 
u,u
ž,ž
 , 
j,j
s,s
e,e
m,m
 , 
v,v
á,á
m,m
 , 
ř,ř
e,e
k,k
l,l
.,.
 , 
T,T
e,e
n,n
t,t
o,o
k,k
r,r
á,á
t,t
 , 
j,j
s,s
e,e
m,m
 , 
s,s
á,á
m,m
",",","
 , 
n,n
e,e
b,b
o,o
ť,ť
 , 
i,i
 , 
m,m
é,é
h,h
o,o
 , 
d,d
r,r
u,u
h,h
é,é
h,h
o,o
k,k
á,á
z,z
n,n
i,i
c,c
i,i
",",","
 , 
ž,ž
e,e
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
e,e
 , 
p,p
o,o
 , 
n,n
ě,ě
k,k
o,o
 , 
a,a
 , 
d,d
o,o
m,m
n,n
í,i
v,v
a,a
l,l
 , 
s,s
e,e
 , 
o,o
 ,<DEL>
n,n
 , 
j,j
e,e
 , 
t,t
o,o
 , 
z,z
v,v
í,í
ř,ř
e,e
 , 
a,a
 , 
n,n
e,e
 , 
č,č
l,l
 , 
ž,ž
e,e
 , 
j,j
í,í
m,m
 , 
o,o
p,p
o,o
v,v
r,r
h,h
o,o
v,v
a,a
l,l
 , 
p,p
ř,ř
i,i
j,j
d,d
e,e
 , 
n,n
á,á
h,h
o,o
d,d
o,o
u,u
 , 
o,o
<INS>, 
 , 
v,v
e,e
 , 
k,k
t,t
e,e
r,r
é,é
m,m
 , 
d,d
u,u
š,š
e,e
 , 
j,j
c,c
o,o
n,n
t,t
e,e
m,m
p,p
t,t
 , 
f,f
o,o
r,r
 , 
i,i
t,t
.,.
 , 
S,S
h,h
e,e
 , 
w,w
 , 
r,r
e,e
c,c
e,e
i,i
v,v
e,e
d,d
",",","
 , 
h,h
o,o
w,w
e,e
v,v
e,e
r,r
",",","
 , 
v,v
e,e
r,r
 , 
p,p
o,o
l,l
i,i
t,t
e,e
l,l
y,y
 , 
b,b
y,y
 , 
t,t
h,h
e,e
m,m
;,;
 , 
a,a
n,n
d,d
 ,<DEL>
i,i
 , 
t,t
h,h
e,e
i,i
r,r
 , 
b,b
r,r
o,o
t,t
h,h
e,e
r,r
’,’
s,s
 , 
m,m
a,a
n,n
n,n
e,e
r,r
 , 
t,t
h,h
e,e
r,r
e,e
 , 
w,w
a,a
s,s
 , 
s,s
o,o
m,m
e,e
t,t
h,h
i,i
n,n
g,g
 , 
b,b
e,e
t,t
t,t
e,e
r,r
 , 
t,t
h,h
a,a
n,n
 , 
p,p
o,o
l,l
i,i
t,t
e,e
n,n
e,e
s,s
s,s
-,-
 , 
t,t
h,h
e,e
r,r
e,e
 , 
w,w
a,a
s,s
 , 
g,g
o,o
o,o
d,d
-,-
h,h
u,u
m,m
o,o
 , 
k,k
i,i
n,n
d,d
n,n
e,e
s,s
s,s
.,.
 , 
M,M
r,r
.,","
 , 
D,D
a,a
r,r
c,c
y,y
 , 
s,s
a,a
 , 
v,v
e,e
r,r
y,y
 , 
l,l
i,i
t,t
t,t
l,l
e,e
",",","
 , 
a,a
n,n
d,d
 , 
M,M
r,r
.,","
n,n
e,e
p,p
o,o
m,m
ě,ě
r,r
n,n
ě,ě
 , 
v,v
í,í
c,c
e,e
",",","
 , 
n,n
e,e
ž,ž
 , 
t,t
e,e
n,n
t,t
o,o
.,.
 , 
O,O
n,n
 , 
m,m
u,u
s,s
í,í
 , 
p,p
o,o
t,t
l,l
a,a
č,č
 , 
v,v
 , 
s,s
o,o
b,b
ě,ě
 , 
v,v
š,š
e,e
c,c
h,h
n,n
y,y
 , 
s,s
v,v
é,é
 , 
p,p
o,o
t,t
ř,ř
e,e
b,b
y,y
",",","
 , 
v,v
š,š
e,e
c,c
h,h
n,n
y,y
 , 
n,n
á,á
v,v
y,y
 , 
m,m
u,u
s,s
í,í
 , 
v,v
s,s
t,t
o,o
u,u
p,p
i,i
t,t
i,i
 , 
d,d
o,o
 , 
s,s
p,p
o,o
l,l
e,e
č,č
n,n
o,o
s,s
t,t
i,i
",",","
 , 
k,k
t,t
e,e
r,r
á,á
 , 
m,m
u,u
 , 
n,n
e,e
d,d
o,o
s,s
t,t
a,a
č,č
u,u
j,j
e,e
",",","
 , 
m,m
u,u
s,s
í,í
 , 
s,s
i,i
 , 
p,p
ř,ř
i,i
v,v
y,y
k,k
a,a
t,t
i,i
 , 
d,d
ý,ý
c,c
h,h
a,a
t,t
i,i
 , 
j,j
i,i
n,n
 , 
v,v
z,z
d,d
u,u
c,c
h,h
e,e
m,m
.,.
.,.
.,.
 , 
O,O
n,n
 , 
j,j
e,e
 , 
r,r
y,y
b,b
 , 
v,v
y,y
t,t
a,a
ž,ž
e,e
n,n
o,o
u,u
 , 
z,z
 , 
v,v
o,o
d,d
y,y
 , 
n,n
a,a
 , 
p,p
d,d
r,r
u,u
h,h
o,o
u,u
 , 
b,b
y,y
t,t
o,o
s,s
t,t
",",","
 , 
n,n
o,o
s,s
í,í
c,c
í,í
 , 
n,n
a,a
 , 
s,s
o,o
b,b
ě,ě
 , 
o,o
b,b
r,r
a,a
z,z
 , 
b,b
o,o
ž,ž
í,í
",",","
 , 
t,t
e,e
n,n
 , 
j,j
i,i
ž,ž
 , 
n,n
e,e
v,v
o,o
l,l
k,k
y,y
 , 
p,p
o,o
z,z
b,b
ý,ý
v,v
á,á
 , 
j,j
a,a
k,k
s,s
i,i
 , 
v,v
l,l
á,á
d,d
y,y
 , 
n,n
a,a
d,d
 , 
s,s
v,v
ý,ý
m,m
i,i
 , 
c,c
i,i
t,t
y,y
.,.
 , 
T,T
y,y
r,r
a,a
n,n
s,s
t,t
v,v
í,í
 , 
j,j
e,e
 , 
z,z
v,v
y,y
k,k
;,;
 , 
j,j
e,e
 , 
n,n
a,a
d,d
á,á
n,n
o,o
 , 
s,s
c,c
h,h
o,o
p,p
n,n
o,o
s,s
t,t
í,í
 , 
r,r
o,o
z,z
v,v
o,o
j,j
e,e
",",","
 , 
a,a
 , 
r,r
o,o
z,z
v,v
í,í
j,j
í,í
 , 
s,s
e,e
 , 
n,n
a,a
 , 
k,k
o,o
n,n
e,e
c,c
 , 
v,v
 , 
c,c
h,h
o,o
r,r
o,o
b,b
u,u
.,.
 , 
S,S
t,t
o,o
j,j
í,í
m,m
 , 
n,n
a,a
 , 
t,t
o,o
m,m
",",","
 , 
ž,ž
e,e
 , 
i,i
 , 
n,n
e,e
j,j
l,l
e,e
p,p
š,š
í,í
M,M
r,r
.,.
 , 
D,D
a,a
r,r
c,c
y,y
",",","
 , 
s,s
h,h
e,e
 , 
s,s
a,a
w,w
",",","
 , 
 , 
l,l
o,o
o,o
k,k
i,i
n,n
g,g
 , 
u,u
p,p
",",","
 , 
t,t
h,h
a,a
t,t
 , 
C,C
o,o
l,l
 , 
<INS>, 
F,F
i,i
t,t
z,z
w,w
i,i
l,l
l,l
i,i
a,a
m,m
 , 
w,w
a,a
s,s
 , 
m,m
e,e
e,e
 , 
h,h
e,e
r,r
.,.
 , 
P,P
u,u
t,t
t,t
i,i
n,n
g,g
 , 
a,a
w,w
a,a
y,y
 , 
t,t
h,h
 , 
l,l
e,e
t,t
t,t
e,e
r,r
 , 
i,i
m,m
m,m
e,e
d,d
i,i
a,a
t,t
e,e
l,l
y,y
",",","
 , 
a,a
 , 
f,f
o,o
r,r
c,c
i,i
n,n
g,g
 , 
a,a
 , 
s,s
m,m
i,i
l,l
e,e
",",","
 , 
s,s
h,h
e,e
 , 
s,s
a,a
i,i
d,d
",",","
-,-
-,-
 , 
“,“
I,I
 , 
d,d
i,i
d,d
 , 
n,n
o,o
t,t
 , 
k,k
n,n
o,o
s,S
u,u
r,r
p,p
r,r
i,i
s,s
e,e
d,d
 , 
m,m
e,e
 , 
a,a
 , 
g,g
o,o
o,o
d,d
 , 
d,d
e,e
a,a
l,l
.,.
 , 
T,T
h,h
e,e
 , 
w,w
h,h
o,o
l,l
e,e
 , 
p,p
a,a
r,r
t,t
y,y
<INS>,.
 , 
h,h
a,a
v,v
e,e
 , 
l,l
e,e
f,f
t,t
 , 
N,N
e,e
t,t
h,h
e,e
r,r
f,f
i,i
e,e
l,l
d,d
 , 
b,b
y,y
 , 
t,t
h,h
i,i
s,s
 , 
t,t
i,i
m,m
e,e
",",","
<INS>,s
<INS>,v
 , 
a,a
n,n
d,d
 , 
a,a
r,r
e,e
 ,.
o,o
n,n
 , 
t,t
h,h
e,e
i,i
r,r
 , 
w,w
a,a
y,y
 , 
t,t
o,o
 , 
t,t
o,o
w,w
n,n
;,z
 , 
a,a
n,n
d,d
 , 
w,w
i,i
t,t
h,h
o,o
u,u
t,t
 , 
a,a
n,n
y,y
 , 
<INS>,v
<INS>,c
<INS>, 
i,i
n,n
t,t
e,é
n,n
t,t
i,i
o,o
n,n
 , 
o,o
f,f
 , 
c,c
o,o
m,m
i,i
n,n
g,g
 , 
b,b
a,a
c,c
k,k
 , 
a,a
g,g
a,a
i,i
n,n
.,.
 , 
Y,Y
o,o
u,u
 ,'
s,s
h,h
a,a
l,l
l,l
 , 
h,h
e,e
a,a
r,r
<INS>,:
 , 
<INS>,o
<INS>, 
w,w
h,h
a,a
t,t
 , 
s,s
h,h
e,e
 , 
s,š
a,a
y,y
s,s
.,.
”,“
 , 
S,S
h,h
e,e
 , 
t,t
h,h
e,e
n,n
 , 
r,r
e,e
a,a
d,d
 , 
t,t
h,h
e,e
 , 
f,f
i,i
r,r
s,s
t,t
 , 
s,s
e,e
<INS>,f
n,i
t,t
e,e
n,n
c,c
e,e
p,p
o,o
s,s
l,l
o,o
u,u
c,c
h,h
á,á
m,m
e,e
 , 
c,c
i,i
z,z
í,í
 , 
r,r
o,o
z,z
h,h
l,l
a,a
s,s
.,.
 , 
N,N
ě,ě
k,k
t,t
e,e
ř,ř
í,í
 , 
t,t
o,o
 , 
p,p
o,o
u,u
š,š
t,t
ě,ě
j,j
í,í
 , 
n,m
a,a
p,p
l,l
n,n
o,o
.,.
 , 
T,T
o,o
ž,ž
 , 
j,j
e,e
 , 
j,j
d,d
u,u
 , 
v,v
a,a
r,r
o,o
v,v
a,a
t,t
.,.
 , 
N,N
u,u
",",","
 , 
d,d
o,o
b,b
ř,ř
e,e
",",","
 , 
ř,ř
e,e
k,k
l,l
 , 
m,m
i,i
s,s
t,t
r,r
.,.
 , 
J,J
s,s
i,i
 , 
h,h
o,o
d,d
n,n
ý,ý
 , 
h,h
o,o
c,c
h,h
.,.
 , 
N,N
a,a
 , 
t,t
e,e
n,n
t,t
o,o
 , 
v,v
ý,ý
j,j
e,e
v,v
 , 
m,m
y,y
s,s
l,l
i,i
l,l
 , 
<INS>, 
S,S
l,l
á,á
v,v
e,e
k,k
",",","
 , 
k,k
d,d
y,y
ž,ž
 , 
l,l
e,e
ž,ž
e,e
l,l
 , 
v,v
 , 
p,p
o,o
s,s
t,t
e,e
l,l
i,i
.,.
 , 
B,B
y,y
l,l
 , 
z,z
a,a
h,h
a,a
n,n
b,b
e,e
n,n
.,.
 , 
S,S
á,á
m,m
 , 
p,p
ř,ř
e,e
d,d
 , 
s,s
e,e
b,b
o,o
u,u
.,.
 , 
J,J
a,a
k,k
ý,ý
 , 
t,t
o,o
 , 
r,r
o,o
z,z
d,d
í,i
l,l
 , 
m,m
e,e
z,z
i,i
 , 
n,n
í,í
m,m
 , 
a,a
 , 
P,P
a,a
v,v
l,l
e,e
m,m
!,!
b,b
e,e
e,e
n,n
 , 
h,h
e,e
r,r
e,e
.,.
 , 
T,T
h,h
e,e
 , 
o,o
f,f
f,f
i,i
c,c
e,e
r,r
s,s
 , 
w,w
i,i
l,l
l,l
 , 
f,f
i,i
n,n
d,d
 , 
w,w
o,o
m,m
e,e
n,m
 ,<DEL>
b,b
e,e
t,t
t,t
e,e
r,r
 , 
w,w
o,o
r,r
t,t
h,h
 , 
t,t
h,h
e,e
i,i
r,r
 , 
n,n
o,o
t,t
i,i
c,c
e,e
.,.
 , 
L,L
e,e
t,t
 , 
u,u
s,s
 , 
h,h
o,o
p,p
e,e
",",.
 , 
t,t
h,h
e,e
r,r
e,e
f,f
o,o
r,r
e,e
",",","
 , 
t,t
h,h
a,a
t,t
 , 
<INS>, 
h,h
e,e
r,r
 , 
b,b
e,e
i,i
n,n
g,g
 , 
t,t
h,h
e,e
r,r
e,e
 , 
m,m
a,a
y,y
 , 
t,t
e,e
a,a
c,c
h,h
 , 
<INS>, 
<INS>,","
<INS>, 
h,h
e,e
r,r
 , 
h,h
e,e
r,r
 , 
o,o
w,w
n,n
 , 
i,i
n,n
s,s
i,i
g,g
n,n
i,i
f,f
i,i
c,c
a,a
n,n
c,c
e,e
.,.
 , 
A,A
t,t
 , 
a,a
n,n
y,y
 , 
r,r
a,a
t,t
e,e
",",","
 , 
s,s
h,h
e,e
 , 
c,c
a,a
n,n
n,n
o,o
t,t
 , 
g,g
r,r
o,o
w,w
 , 
m,m
a,a
n,n
y,y
 , 
d,d
e,e
g,g
r,r
e,e
e,e
s,s
 , 
w,w
o,o
r,r
s,s
e,e
",",","
 , 
<INS>, 
<INS>,W
w,w
i,i
t,t
h,h
o,o
u,u
t,t
 , 
a,a
u,u
t,t
h,h
o,o
r,r
i,i
z,z
i,i
n,n
g,g
 , 
u,u
s,s
 , 
t,t
o,o
I,I
 , 
w,w
i,i
l,l
l,l
 , 
n,n
o,o
t,t
 , 
t,t
e,e
l,l
l,l
 , 
y,y
o,o
u,u
 , 
w,w
h,h
a,a
t,t
 , 
i,I
t,t
 , 
i,I
s,s
.,.
 , 
M,M
a,a
k,k
e,e
 , 
h,h
a,a
s,s
t,t
e,e
",",","
 , 
a,a
n,n
d,d
 , 
c,c
o,o
m,m
e,e
 , 
d,d
o,o
w,w
n,n
 , 
t,t
h,h
i,i
s,s
 , 
m,m
o,o
m,m
e,e
n,n
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
a,a
s,s
k,k
e,e
d,d
 , 
q,g
u,u
e,e
s,s
t,t
i,l
o,o
 , 
i,I
n,n
 , 
v,v
a,a
i,i
n,n
;,;
 , 
M,M
a,a
r,r
i,l
a,a
 , 
w,w
o,o
u,u
l,l
d,d
 , 
t,t
e,e
l,l
l,l
 , 
h,h
e,e
r,r
 , 
n,n
o,o
t,t
h,h
i,i
n,n
g,g
 , 
m,m
o,o
r,r
e,e
;,;
 , 
a,a
n,n
d,d
 , 
d,d
o,o
w,w
n,n
 , 
t,t
h,h
e,e
y,y
 , 
r,r
a,a
n,n
 , 
i,I
n,n
t,t
o,o
 , 
t,t
h,h
e,e
 , 
d,d
i,i
n,n
i,i
n,n
g,g
-,-
r,r
o,o
o,o
m,m
 , 
w,w
h,h
i,i
c,c
h,h
 , 
f,f
r,r
o,o
n,n
t,t
 , 
t,t
h,h
e,e
 , 
l,l
a,a
n,n
e,e
",",","
 , 
i,I
n,n
 , 
q,q
u,u
e,e
s,s
t,t
 , 
o,o
f,f
 , 
t,t
h,h
i,i
s,s
 , 
w,w
o,o
n,n
d,d
e,e
r,r
;,;
 , 
i,I
t,t
 , 
w,w
a,a
s,s
 , 
t,t
w,w
o,o
m,m
o,o
n,n
e,e
y,y
 , 
a,a
n,n
d,d
 , 
r,r
a,a
n,n
k,k
 , 
s,s
h,h
e,e
 , 
<INS>, 
t,t
h,h
o,o
u,u
g,g
h,h
t,t
 , 
s,s
h,h
e,e
 , 
c,c
o,o
u,u
l,l
d,d
 , 
w,w
i,i
t,t
n,n
e,e
s,s
s,s
 , 
<INS>,‘
w,w
i,i
t,t
h,h
o,o
u,u
t,t
 , 
t,t
r,r
e,e
p,p
i,i
d,d
a,a
t,t
i,i
o,o
n,n
.,<DEL>
 , 
F,F
r,r
o,o
m,m
 , 
t,t
h,h
e,e
 , 
e,e
n,n
t,t
r,r
a,a
n,n
c,c
e,e
 , 
h,h
a,a
l,l
l,l
",",","
 , 
o,o
f,f
 , 
w,w
h,h
i,i
c,c
h,h
 , 
M,M
r,r
.,.
 , 
C,C
o,o
l,l
l,l
i,i
n,n
s,s
 , 
p,p
o,o
i,i
n,n
t,t
e,e
d,d
 , 
o,o
u,u
t,t
",",","
 , 
w,w
i,i
t,t
h,h
 ,<DEL>
a,a
 , 
r,r
a,a
p,p
t,t
u,u
r,r
o,o
u,u
s,s
 , 
<INS>, 
a,a
i,i
r,r
",",","
 , 
t,t
h,h
e,e
 , 
f,f
i,i
n,n
e,e
 , 
p,p
r,r
o,o
p,p
o,o
r,r
t,t
i,i
o,o
n,n
 , 
a,a
n,n
d,d
 , 
f,f
i,i
n,n
i,i
s,s
h,h
e,e
d,d
 , 
o,o
r,r
n,n
a,a
m,m
e,e
n,n
t,t
s,s
",",","
 , 
t,t
h,h
e,e
y,y
 , 
f,f
o,o
l,l
l,l
o,o
w,w
e,e
d,d
 , 
t,t
h,h
e,e
<INS>, 
 , 
s,s
e,e
r,r
v,v
a,a
n,n
t,t
s,s
 , 
t,t
h,h
r,r
o,o
u,u
g,g
h,h
 , 
a,a
n,n
t,t
e,e
s,s
k,k
n,n
é,é
 , 
p,p
í,í
s,s
n,n
ě,ě
 ,“
z,z
 , 
 , 
B,B
o,o
j,j
o,o
v,v
é,é
 , 
p,p
í,í
s,s
n,n
ě,ě
 , 
p,p
a,a
 , 
P,P
r,r
á,á
v,v
ě,ě
 , 
z,z
p,p
í,í
v,v
a,a
l,l
i,i
 , 
r,r
 , 
p,p
í,í
s,s
e,e
ň,ň
.,.
 , 
R,R
y,y
c,c
h,h
l,l
o,o
u,u
",",","
 , 
d,d
o,o
v,v
á,á
d,d
i,i
v,v
o,o
u,u
.,.
 , 
K,K
a,a
p,p
i,i
 , 
Š,Š
t,t
ě,ě
p,p
á,á
n,n
o,o
v,v
 , 
n,n
á,á
h,h
l,l
e,e
 , 
 , 
o,o
d,d
 , 
s,s
t,t
o,o
l,l
u,u
.,«
 , 
A,A
 , 
j,j
i,i
ž,ž
p,p
o,o
j,j
e,e
d,d
o,o
u,u
",",","
 , 
n,n
ý,ý
b,b
r,r
ž,ž
 , 
a,a
n,n
i,i
 , 
m,m
u,u
 , 
n,n
e,e
p,p
ř,ř
i,i
š,š
l,l
a,a
 , 
p,p
o,o
d,d
o,o
b,b
n,n
á,á
 , 
o,o
t,t
á,á
z,z
 , 
<INS>, 
n,n
a,a
 , 
m,m
y,y
s,s
l,l
.,.
 , 
S,S
t,t
a,a
r,r
š,š
í,í
 , 
p,p
a,a
k,k
 , 
m,m
ě,ě
 , 
z,z
a,a
 , 
z,z
b,b
y,y
t,t
e,e
č,č
n,n
o,o
",",","
 , 
a,a
b,b
y,y
 , 
m,m
u,u
 , 
t,t
 , 
<INS>, 
s,s
d,d
ě,ě
l,l
o,o
v,v
a,a
l,l
i,i
.,.
 , 
T,T
a,a
k,k
 , 
v,v
y,y
j,j
e,e
l,l
i,i
 , 
n,n
 , 
<INS>, 
l,l
o,o
u,u
p,p
e,e
ž,ž
",",","
 , 
m,m
a,a
j,j
í,í
c,c
e,e
 , 
v,v
 , 
ú,u
m,m
y,y
s,s
 , 
v,v
y,y
č,č
k,k
a,a
t,t
i,i
 , 
u,u
 , 
c,c
e,e
s,s
t,t
y,y
 , 
a,a
n,n
u,u
p,p
t,t
i,i
a,a
l,l
s,s
",",","
 , 
f,f
i,i
n,n
e,e
 , 
m,m
u,a
s,a
l,l
i,i
n,n
s,s
",",","
 , 
n,n
e,e
w,w
 , 
c,c
a,a
r,r
r,r
i,i
a,a
g,g
e,e
s,s
",",","
 , 
a,a
n,n
d,d
 , 
s,s
