Truth,Pred
 , 
o,o
 , 
s,s
i,i
s,s
t,t
e,e
r,r
",",","
 , 
I,I
 , 
a,a
m,m
 , 
s,s
u,u
r,r
 , 
n,N
o,O
t,E
 , 
h,h
e,o
a,m
r,o
 , 
o,s
f,n
 ,<DEL>
h,<DEL>
e,e
r,s
 , 
 ,<DEL>
“,“
Y,Y
o,o
u,u
 , 
m,m
a,a
y,y
 , 
d,d
e,e
p,p
e,e
n,n
d,d
 ,<DEL>
 , 
m,m
a,a
d,d
a,a
m,m
",",","
”,”
 , 
s,s
a,a
i,i
d,d
 , 
M,M
i,i
s,s
r,c
o,o
k,e
u,<DEL>
",",<DEL>
 , 
r,G
o,t
k,<DEL>
 , 
t,R
a,a
m,m
 ,a
s,t
t, 
r,r
á,e
v,e
í,<DEL>
 , 
a,A
 , 
p,<DEL>
o,o
t,<DEL>
o,<DEL>
m,m
 , 
t,S
e,e
p,p
<INS>,e
r,r
v,<DEL>
 , 
p,p
<INS>,l
ů, 
j,y
d,d
o,e
u,e
.,e
.,.
 , 
S,e
l,<DEL>
o,<DEL>
v,v
e,e
m,n
 , 
v,v
š,<DEL>
i,i
c,y
h,e
n,n
<INS>,e
i,s
 , 
b,b
y,y
l,l
i,<DEL>
 ,<DEL>
a,a
ž,<DEL>
 , 
i,<DEL>
 , 
v,>
 , 
j,d
a,o
k,o
é, 
s,F
i,O
 ,M
r,A
o,R
m,T
a,S
n, 
t,C
i, 
c,e
k,.
é,<DEL>
 , 
n,b
á,<DEL>
l,<DEL>
a,a
d,b
ě,<DEL>
 , 
d,a
u,l
c,o
h,e
a, 
.,=
 , 
T,o
u,d
 , 
<INS>, 
s,n
e,e
 , 
n,<DEL>
a,<DEL>
j,j
e,e
d,d
n,n
o,<DEL>
u,<DEL>
",",","
 , 
<INS>,p
a,a
<INS>,n
s,s
i, 
 ,s
o,e
s,e
m,m
 , 
d, 
n,o
í,t
 , 
<INS>,d
<INS>,h
p,e
o,y
 , 
ú,-
t,t
ě,e
k,<DEL>
u,<DEL>
",",<DEL>
 ,<DEL>
r,r
o,<DEL>
z,<DEL>
n,n
e,e
s,a
l,b
a,a
<INS>,:
 , 
p,p
o,e
v,v
ě,e
s,a
t,t
",",y
 , 
<INS>,o
<INS>,s
<INS>, 
ž,f
e,e
 , 
s,s
t,t
i,i
h,h
a,e
č,t
i,s
 , 
p,<DEL>
a,a
d,d
l,d
i,s
 , 
n,i
a,a
<INS>,t
<INS>,i
<INS>,t
<INS>,e
 , 
<INS>,p
<INS>, 
s,s
t,t
o,o
p,p
u,v
.,o
 , 
R,R
o,a
z,<DEL>
u,<DEL>
m,m
í,i
 , 
s,e
e,e
",",","
 , 
ž,f
e,e
<INS>,n
 , 
p,p
o,o
š,t
e,e
t,t
i,a
l,l
á,a
 , 
p,p
o,r
v,e
ě,d
s,e
t,t
 ,c
i,i
h,n
n,i
e,e
d,d
<INS>, 
<INS>,o
<INS>,t
<INS>, 
<INS>,o
<INS>,g
j,j
s,s
e,e
m,m
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
p,p
o,o
n,n
ě,ě
t,t
í,í
 , 
<INS>,G
o,-
 , 
l,l
e,e
t,t
n,n
í,í
",",","
 , 
p,p
ě,ě
t,t
k,k
r,r
á,á
t,t
 , 
<INS>,J
o,o
b,b
t,r
í,i
ž,ž
n,n
ě,ě
j,j
š,š
í,í
.,.
 , 
V,V
 , 
z,ž
i,i
m,m
ě,ě
 , 
 ,<DEL>
b,b
y,y
l,l
o,o
 , 
v,v
 ,<DEL>
n,n
a,á
š,š
í,í
 , 
p,p
e,e
v,v
n,n
o,o
s,s
t,t
 , 
e,e
r,r
á,á
r,r
n,n
í,í
 , 
p,p
r,r
á,á
c,c
e,e
 , 
v,W
ů,i
b,b
e,a
c,c
 , 
 ,W
V,<DEL>
ě,ě
z,ž
ň,ň
o,o
v,v
é,é
 , 
c,c
h,h
o,o
d,d
i,i
l,}
i,i
<INS>,.
 , 
n,n
a,e
 , 
 ,<DEL>
l,l
á,á
m,m
a,a
t,t
 , 
s,s
t,t
a,a
r,r
é,é
 , 
e,e
r,r
á,á
r,r
n,n
í,í
 , 
 ,<DEL>
p,p
r,r
a,a
c,c
o,c
v,v
a,a
<INS>,e
l,l
i,i
 ,-
v,v
 , 
d,d
í,i
l,i
n,n
á,a
c,c
h,k
 , 
<INS>, 
<INS>,„
v,ř
y,y
h,h
a,a
z,z
o,o
v,v
a,a
l,l
i,i
 , 
k,k
o,o
l,l
 ,-
e,e
r,r
á,a
r,r
k,k
á,a
z,z
n,n
i,i
c,é
i,3
 ,o
c,c
h,h
o,o
d,d
i,i
l,l
 ,<DEL>
j,j
s,s
e,e
 , 
j,g
a,a
r,m
a,a
 , 
n,n
a,á
 ,s
p,p
r,r
á,á
c,c
i,í
 , 
s,s
e,e
 ,c
s,s
 , 
k,k
a,a
m,m
n,n
á,á
ř,ř
ů,ů
<INS>,“
 , 
j,j
a,a
k,k
o,o
<INS>,;
 , 
p,p
o,o
d,d
a,a
v,v
 , 
c,č
i,á
h,h
e,e
l,l
n,n
y,y
",",;
 , 
v,v
z,z
d,d
á,á
l,l
e,e
n,n
é,é
 , 
 , 
v,V
e,ě
r,r
s,s
t,t
y,y
<INS>,ý
.,.
 , 
B,B
y,y
l,l
o,o
 , 
<INS>,\
z,z
a,a
p,p
o,o
t,t
 , 
s,s
p,p
r,r
a,a
v,v
i,í
t,t
i,á
 ,z
p,p
e,e
c,c
e,e
 ,s
k,k
 ,:
b,b
u,u
 , 
l,l
e,e
t,t
n,n
í,í
m,m
<INS>,i
 , 
p,p
r,r
a,á
c,c
í,í
m,m
 , 
v,v
 , 
c,č
i,á
 , 
T,T
o,o
h,h
o,o
 , 
r,r
á,á
n,n
a,a
 , 
s,s
e,e
z,z
n,n
á,á
m,m
i,i
l,l
<INS>,.
 , 
c,c
i,i
h,h
e,e
l,l
n,n
ě,ě
 , 
M,M
.,M
., 
.,J
c,c
k,k
ý,ý
 ,v
a,a
<INS>,:
<INS>,A
n,o
e, 
v,v
e,ý
r,<DEL>
 ,<DEL>
s,<DEL>
p,p
e,o
a, 
k,<DEL>
s,s
 , 
m,p
u,o
c, 
h,o
 , 
<INS>,d
u,o
n,n
l, 
e,<DEL>
s,<DEL>
s,<DEL>
 , 
a,r
m,o
o,o
n,n
g,e
 ,y
h,<DEL>
i,<DEL>
s,<DEL>
 , 
i,N
n,a
t,<DEL>
i,<DEL>
m,<DEL>
a,a
t,s
e,<DEL>
 , 
a,m
c,l
q,<DEL>
u,<DEL>
a,a
i, 
n,©
t, 
a, 
n,R
c,e
e,e
.,d
 , 
W,s
i,<DEL>
t,t
h,í
 , 
t,©
h, 
e,i
m,<DEL>
 ,<DEL>
h,h
e,<DEL>
 , 
i,M
s,o
 ,<DEL>
r,r
e,t
m,y
a, 
r,t
k,i
a,t
b,<DEL>
l,<DEL>
y,y
 , 
a, 
g,z
r,r
e,c
e,<DEL>
a,a
b,d
l,l
e,<DEL>
.,<DEL>
”,<DEL>
 ,<DEL>
“,<DEL>
I,<DEL>
 ,<DEL>
d,<DEL>
o,o
 , 
n,m
o,o
t,t
 , 
b,R
e,e
<INS>,c
l,t
i,h
e,o
v,w
e,e
 , 
a,=
 , 
w,<DEL>
o,o
r,n
d,d
 , 
o,o
f,l
 , 
i,M
t,<DEL>
",",","
 , 
<INS>,t
<INS>,r
m,e
y,y
 , 
d,G
e,e
a,e
r,t
.,","
 , 
I,W
f,t
 , 
h,t
e,e
<INS>,e
 , 
<INS>,t
h,e
a,e
d,d
 , 
b,b
<INS>,o
<INS>,w
e,i
e,e
n,<DEL>
 , 
s,w
o,o
 , 
v,t
e,<DEL>
r,<DEL>
y,y
 , 
a,e
g,m
r,o
e,o
e,<DEL>
a,a
b,b
l,t
e,y
",",","
 , 
h,b
e,e
 , 
w,w
o,o
u,u
l,l
d,d
 , 
h,e
a,w
v,<DEL>
e,e
 , 
t,C
a,i
l,b
k,<DEL>
e,e
d,d
 , 
t,f
o,o
 , 
M,M
r,y
s,<DEL>
.,<DEL>
 , 
L,t
o,o
n,m
g,a
.,","
 , 
B,H
u,a
t,s
 , 
I,1
 , 
c,c
<INS>,o
a,t
n,e
 , 
g,g
u,a
e,a
s,<DEL>
s,<DEL>
 , 
h,R
o,e
w,w
 , 
i,a
t,t
n,<DEL>
o,<DEL>
 ,<DEL>
o,<DEL>
n,<DEL>
e,<DEL>
 ,<DEL>
p,<DEL>
a,<DEL>
s,s
s,<DEL>
e,<DEL>
d,<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
e,<DEL>
 ,<DEL>
w,<DEL>
i,<DEL>
n,<DEL>
 ,<DEL>
n,<DEL>
o,o
w,<DEL>
 ,<DEL>
e,<DEL>
x,<DEL>
c,<DEL>
e,<DEL>
p,<DEL>
t,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
f,<DEL>
e,<DEL>
w,<DEL>
 ,<DEL>
o,<DEL>
f,<DEL>
 ,<DEL>
t,<DEL>
 ,<DEL>
o,<DEL>
f,<DEL>
f,<DEL>
i,<DEL>
c,<DEL>
e,<DEL>
r,<DEL>
s,<DEL>
",",<DEL>
 ,<DEL>
w,<DEL>
h,<DEL>
o,<DEL>
",",<DEL>
 ,<DEL>
i,<DEL>
n,n
 , 
c,<DEL>
o,<DEL>
m,<DEL>
p,<DEL>
a,<DEL>
r,<DEL>
i,<DEL>
s,<DEL>
o,<DEL>
n,<DEL>
 ,<DEL>
w,w
i,i
t,t
h,h
 , 
t,t
h,h
e,e
 , 
s,<DEL>
t,<DEL>
r,<DEL>
a,<DEL>
n,<DEL>
g,<DEL>
e,<DEL>
r,<DEL>
",",<DEL>
 ,<DEL>
w,w
e,e
r,r
e,e
 , 
b,b
e,e
c,c
o,o
m,m
e,e
<INS>, 
 , 
“,“
s,s
t,t
u,u
p,p
i,i
d,d
",",","
 , 
d,d
i,i
s,s
a,a
g,g
r,r
e,e
e,e
a,a
b,b
l,l
e,e
 , 
f,f
e,e
l,l
l,l
o,o
w,w
s,s
.,.
”,”
 , 
S,S
o,o
m,m
e,e
 , 
o,o
f,f
 , 
t,t
h,h
e,e
b,<DEL>
e,<DEL>
t,<DEL>
t,<DEL>
e,<DEL>
r,<DEL>
.,<DEL>
”,<DEL>
 ,<DEL>
A,<DEL>
n,<DEL>
d,<DEL>
 ,<DEL>
w,<DEL>
h,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
h,<DEL>
e,<DEL>
r,<DEL>
 ,<DEL>
s,<DEL>
i,<DEL>
s,<DEL>
t,<DEL>
e,<DEL>
r,<DEL>
s,<DEL>
 ,<DEL>
a,<DEL>
b,<DEL>
u,<DEL>
s,<DEL>
e,<DEL>
d,<DEL>
 ,<DEL>
i,<DEL>
t,<DEL>
 ,<DEL>
a,<DEL>
s,<DEL>
 ,<DEL>
u,<DEL>
g,<DEL>
l,<DEL>
y,<DEL>
",",<DEL>
 ,<DEL>
s,<DEL>
h,<DEL>
e,<DEL>
 ,<DEL>
a,<DEL>
d,<DEL>
d,<DEL>
e,<DEL>
d,<DEL>
",",<DEL>
 ,<DEL>
w,<DEL>
i,<DEL>
t,<DEL>
h,<DEL>
 ,<DEL>
p,<DEL>
e,<DEL>
r,<DEL>
f,<DEL>
e,<DEL>
c,<DEL>
t,<DEL>
 ,<DEL>
u,<DEL>
n,<DEL>
c,<DEL>
o,<DEL>
n,<DEL>
c,<DEL>
e,<DEL>
r,<DEL>
n,<DEL>
",",<DEL>
 ,<DEL>
“,<DEL>
O,<DEL>
h,<DEL>
",",<DEL>
 ,<DEL>
b,<DEL>
u,<DEL>
t,<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
e,<DEL>
r,<DEL>
e,<DEL>
 ,<DEL>
w,<DEL>
e,<DEL>
r,<DEL>
e,<DEL>
 ,<DEL>
t,<DEL>
w,<DEL>
o,<DEL>
 ,<DEL>
o,<DEL>
r,<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
r,<DEL>
e,<DEL>
e,<DEL>
 ,<DEL>
m,<DEL>
u,<DEL>
c,<DEL>
h,<DEL>
 ,<DEL>
u,<DEL>
g,<DEL>
l,<DEL>
i,<DEL>
e,<DEL>
r,<DEL>
 ,<DEL>
i,<DEL>
n,<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
e,<DEL>
 ,<DEL>
s,<DEL>
h,<DEL>
o,<DEL>
p,<DEL>
;,<DEL>
 ,<DEL>
a,<DEL>
n,<DEL>
d,<DEL>
 ,<DEL>
w,<DEL>
h,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
I,<DEL>
 ,<DEL>
h,<DEL>
a,<DEL>
v,<DEL>
e,<DEL>
 ,<DEL>
b,<DEL>
o,<DEL>
u,<DEL>
g,<DEL>
h,<DEL>
t,<DEL>
 ,<DEL>
s,<DEL>
o,<DEL>
m,<DEL>
e,<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
e,<DEL>
t,<DEL>
t,<DEL>
i,<DEL>
e,<DEL>
r,<DEL>
-,<DEL>
 ,<DEL>
c,<DEL>
o,<DEL>
l,<DEL>
o,<DEL>
u,<DEL>
r,<DEL>
e,<DEL>
d,<DEL>
 ,<DEL>
s,<DEL>
a,<DEL>
t,<DEL>
i,<DEL>
n,<DEL>
 ,<DEL>
t,<DEL>
o,<DEL>
 ,<DEL>
t,<DEL>
r,<DEL>
i,<DEL>
m,<DEL>
 ,<DEL>
i,<DEL>
t,<DEL>
 ,<DEL>
w,<DEL>
i,<DEL>
t,<DEL>
h,<DEL>
 ,<DEL>
f,<DEL>
r,<DEL>
e,<DEL>
s,<DEL>
h,<DEL>
",",<DEL>
 ,<DEL>
I,<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
i,<DEL>
n,<DEL>
k,<DEL>
 ,<DEL>
i,<DEL>
t,<DEL>
m,m
n,n
ě,ě
 ,.
o,o
 , 
c,c
e,e
l,l
é,é
m,m
 , 
t,t
o,o
m,m
 , 
p,p
ř,ř
í,í
p,p
a,a
d,d
<INS>,:
 , 
O,O
k,k
o,o
l,l
n,n
o,o
s,s
t,t
i,i
 , 
b,b
y,y
l,l
y,y
 , 
t,t
a,a
k,k
 , 
j,j
a,a
s,s
n,n
é,é
",",;
 , 
ž,z
e,e
 , 
n,n
e,e
b,b
y,y
l,l
o,o
 , 
m,m
o,o
ž,ž
n,n
á,á
 , 
n,n
e,e
v,v
ě,ě
ř,ř
i,i
t,t
i,i
 , 
S,S
p,p
o,o
l,l
u,u
v,v
ě,ě
z,z
ň,ň
o,o
v,v
é,é
 , 
s,s
l,l
y,y
š,š
e,e
l,l
i,i
",",","
 , 
j,j
a,a
k,k
 , 
j,j
e,e
d,d
n,n
o,o
u,u
 , 
v,v
 , 
n,n
o,o
c,č
i,i
 , 
v,v
o,o
l,l
a,a
l,l
 ,-
z,z
e,e
 , 
s,s
p,p
a,a
n,n
í,í
:,:
 , 
„,„
d,d
r,r
ž,ž
 , 
h,h
o,o
",",","
 , 
d,d
r,r
ž,ž
!,!
 , 
H,H
l,l
a,a
v,v
u,u
 , 
m,m
u,u
 , 
u,u
s,s
e,e
k,k
n,n
i,i
",",","
 , 
h,h
l,l
a,a
v,v
u,u
",",","
 , 
h,h
l,l
a,a
v,v
u,u
!,!
.,.
.,.
"""",""""
 , 
T,T
r,r
e,e
s,s
t,t
a,a
<INS>,r
n,i
c,c
i,i
 , 
s,s
k,k
o,o
r,r
o,o
<INS>,-
 , 
v,v
š,š
i,i
c,c
h,h
n,n
i,i
 , 
m,m
l,l
u,u
v,v
i,i
l,l
i,i
 , 
z,z
e,e
 , 
s,s
p,p
a,á
n,n
í,í
ž,2
e,e
n,n
a,a
t,t
",",","
 , 
a,a
 , 
s,s
i,i
c,c
e,e
 , 
d,d
v,v
a,a
k,k
r,r
á,á
t,t
;,;
 , 
p,p
r,r
a,a
v,v
i,i
l,l
o,o
 , 
s,s
e,e
",",","
 , 
ž,ž
e,e
 , 
m,m
á,á
 , 
n,n
ě,ě
k,k
d,d
e,e
 , 
d,d
ě,ě
t,t
i,i
.,.
.,.
.,.
 , 
Z,Z
a,a
č,č
 , 
s,s
e,e
 , 
d,d
o,o
s,s
t,t
a,a
l,l
 , 
d,d
o,o
 , 
k,k
á,á
z,z
n,n
i,i
c,c
e,e
",",","
 , 
n,n
e,e
v,v
í,í
m,m
 , 
d,d
o,o
k,k
o,o
n,n
c,c
e,e
.,.
 , 
N,N
a,a
š,š
i,i
 , 
n,n
e,e
u,u
s,s
t,t
á,á
l,l
e,e
 , 
č,č
e,e
k,k
a,a
l,l
i,i
",",","
 , 
ž,ž
e,e
 , 
u,u
f,f
o,o
u,u
k,k
n,n
e,e
 , 
i,i
 , 
o,o
d,d
 , 
n,n
á,á
s,s
;,;
 , 
a,a
l,l
e,e
 , 
b,b
u,u
ď,ď
 , 
ž,ž
e,e
 , 
j,j
e,e
š,š
t,t
ě,ě
 , 
n,n
e,e
p,p
ř,ř
i,i
š,š
e,e
l,l
 , 
j,j
e,e
h,h
o,o
 , 
č,č
a,a
s,s
",",","
 , 
a,a
n,n
e,e
b,b
o,o
 , 
ž,ž
e,e
 , 
j,j
e,e
h,h
o,o
 , 
l,l
é,é
t,t
a,a
 , 
p,p
r,r
o,o
š,š
l,l
a,a
",",","
 , 
o,o
n,n
 , 
s,s
i,i
 , 
ž,ž
i,i
l,l
 , 
a,a
v,<DEL>
y,<DEL>
p,<DEL>
r,<DEL>
a,<DEL>
v,<DEL>
o,<DEL>
v,<DEL>
a,<DEL>
l,<DEL>
.,<DEL>
"""",<DEL>
 ,<DEL>
„,<DEL>
A,<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
o,<DEL>
t,<DEL>
 ,<DEL>
m,<DEL>
á,<DEL>
m,<DEL>
e,<DEL>
 ,<DEL>
š,<DEL>
č,<DEL>
i,<DEL>
 ,<DEL>
s,<DEL>
 ,<DEL>
o,<DEL>
s,<DEL>
r,<DEL>
d,<DEL>
í,<DEL>
m,<DEL>
.,<DEL>
"""",<DEL>
 ,<DEL>
 ,<DEL>
v,<DEL>
y,<DEL>
 ,<DEL>
h,<DEL>
l,<DEL>
u,<DEL>
p,<DEL>
á,<DEL>
c,<DEL>
i,<DEL>
!,<DEL>
 ,<DEL>
C,<DEL>
o,<DEL>
 ,<DEL>
p,<DEL>
a,<DEL>
k,<DEL>
 ,<DEL>
s,<DEL>
p,<DEL>
r,<DEL>
a,<DEL>
v,<DEL>
í,<DEL>
m,<DEL>
e,<DEL>
 ,<DEL>
m,<DEL>
y,<DEL>
 ,<DEL>
v,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
š,<DEL>
e,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
s,<DEL>
t,<DEL>
a,<DEL>
v,<DEL>
e,<DEL>
n,<DEL>
í,<DEL>
.,<DEL>
"""",<DEL>
 ,<DEL>
„,<DEL>
J,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
k,<DEL>
d,<DEL>
y,<DEL>
b,<DEL>
y,<DEL>
c,<DEL>
h,<DEL>
o,<DEL>
m,<DEL>
 ,<DEL>
š,<DEL>
l,<DEL>
i,<DEL>
 ,<DEL>
v,<DEL>
š,<DEL>
i,<DEL>
c,<DEL>
h,<DEL>
 ,<DEL>
u,<DEL>
v,<DEL>
i,<DEL>
d,<DEL>
ě,<DEL>
l,<DEL>
i,<DEL>
 ,<DEL>
b,<DEL>
y,<DEL>
c,<DEL>
h,<DEL>
o,<DEL>
m,<DEL>
",",<DEL>
 ,<DEL>
j,<DEL>
a,<DEL>
k,<DEL>
é,<DEL>
r,r
e,e
l,l
i,i
e,a
f, 
;,t
 ,e
a,<DEL>
n,n
d,d
 ,a
n,r
o,o
<INS>,b
t,a
 ,e
a,c
 , 
d,d
<INS>,p
<INS>,i
<INS>,l
a,e
y,y
 , 
w,w
e,e
n,n
t,t
 , 
b,S
y,p
 ,u
w,s
i,i
t,t
h,h
o,o
u,u
<INS>,y
t,e
 , 
<INS>,i
a,r
 , 
s,s
o,o
l,f
i,t
t,t
a,s
r,h
y,y
 , 
<INS>,m
w,l
a,a
l,/
k,K
",",l
 ,s
i,i
n,m
 , 
w,<DEL>
h,h
i,m
c,c
h, 
 , 
s,s
h,h
e,e
 , 
m,m
i,a
g,g
h,i
t,t
 ,<DEL>
i,i
n,r
d,d
u,d
l,t
g,g
e,e
 ,c
i,m
n,<DEL>
 , 
a,<DEL>
l,<DEL>
l,<DEL>
 , 
t,o
h,e
e,e
 ,<DEL>
d,d
e,t
l, 
i,o
g,b
h,<DEL>
t,<DEL>
 , 
o,o
f,f
 ,d
u,p
n,h
p,k
l,ě
e,n
a,č
s,<DEL>
a,a
n,<DEL>
 , 
r,r
e,e
c,c
o,o
l,l
l,l
e,e
c,c
t,t
i,t
o,o
n,n
s,s
<INS>,o
.,@
 ,t
M,i
r,n
.,e
 ,t
D,i
a,o
r,n
c,e
y,y
’, 
s,O
 ,a
l,r
e,e
t,y
t,s
e,<DEL>
r,r
 ,t
s,<DEL>
h,<DEL>
e,e
 ,t
w,<DEL>
a,<DEL>
s,<DEL>
 , 
i,<DEL>
 , 
a,a
 , 
f,f
a,a
i,i
r,r
 , 
w,w
a,a
<INS>,g
<INS>,e
<INS>,d
<INS>,i
y,s
 ,e
o,o
f,n
 , 
<INS>,w
s,s
o,)
o, 
n,©
 , 
k,k
n,n
o,o
w,R
i,i
<INS>,r
n,t
g,o
 ,s
b,b
y,y
 , 
h,h
e,e
a,a
r,r
t,t
.,<DEL>
 , 
S,S
h,b
e,e
<INS>,i
 , 
s,s
t,t
u,u
<INS>, 
d,d
i,t
e,e
d,d
 ,a
e,n
v, 
e,e
r,n
y,y
 , 
s,s
e,e
n,n
t,t
e,e
n,n
c,c
e,e
;,;
A,E
l,<DEL>
e,<DEL>
 , 
z,j
 ,a
M,<DEL>
i,<DEL>
l,<DEL>
č,<DEL>
i,<DEL>
n,<DEL>
ý,<DEL>
c,c
h,<DEL>
 , 
z,e
p,<DEL>
r,r
á,<DEL>
v,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
d,<DEL>
o,o
v,t
ě,<DEL>
d,<DEL>
ě,<DEL>
l,<DEL>
",",<DEL>
 , 
ž,<DEL>
e,<DEL>
 ,<DEL>
j,<DEL>
i,<DEL>
ž,<DEL>
 ,<DEL>
n,<DEL>
e,<DEL>
n,<DEL>
í,<DEL>
 ,<DEL>
t,t
a,a
k,k
 , 
d, 
o,j
c,<DEL>
e,e
l,<DEL>
a,<DEL>
 , 
s,S
á,<DEL>
m,<DEL>
.,<DEL>
 ,<DEL>
U,<DEL>
ž,<DEL>
 ,<DEL>
n,<DEL>
ě,<DEL>
k,<DEL>
o,<DEL>
l,<DEL>
i,i
k,g
 ,<DEL>
l,<DEL>
i,<DEL>
d,<DEL>
í,<DEL>
 ,<DEL>
z,<DEL>
 ,<DEL>
o,<DEL>
k,<DEL>
o,<DEL>
l,<DEL>
n,<DEL>
í,<DEL>
c,<DEL>
h,<DEL>
 ,<DEL>
v,<DEL>
e,e
s,<DEL>
n,<DEL>
i,<DEL>
c,<DEL>
 , 
u,p
t,ř
e,e
k,<DEL>
l,<DEL>
o,<DEL>
 ,<DEL>
z,<DEL>
 ,<DEL>
n,<DEL>
u,<DEL>
c,<DEL>
e,<DEL>
n,<DEL>
ý,<DEL>
c,<DEL>
h,<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
a,<DEL>
c,<DEL>
í,<DEL>
 ,<DEL>
v,<DEL>
 ,<DEL>
N,<DEL>
ě,<DEL>
m,m
e,<DEL>
c,<DEL>
k,<DEL>
u,<DEL>
 ,<DEL>
a,a
 ,n
s,<DEL>
k,k
r,<DEL>
ý,<DEL>
v,<DEL>
a,<DEL>
j,<DEL>
í,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
 ,<DEL>
r,<DEL>
ů,<DEL>
z,<DEL>
n,<DEL>
ý,<DEL>
c,c
h,d
 ,<DEL>
m,<DEL>
í,<DEL>
s,<DEL>
t,<DEL>
e,<DEL>
c,<DEL>
h,<DEL>
.,<DEL>
 ,<DEL>
Č,<DEL>
e,<DEL>
t,<DEL>
n,<DEL>
í,<DEL>
c,<DEL>
i,i
 ,<DEL>
j,j
e,<DEL>
 , 
s,č
i,-
c,<DEL>
e,<DEL>
 , 
p,<DEL>
r,<DEL>
o,<DEL>
n,<DEL>
á,<DEL>
s,<DEL>
l,<DEL>
e,<DEL>
d,<DEL>
u,<DEL>
j,<DEL>
í,<DEL>
 , 
-,<DEL>
-,<DEL>
 ,<DEL>
l,l
é,<DEL>
p,<DEL>
e,e
 ,<DEL>
ř,<DEL>
e,<DEL>
č,<DEL>
e,<DEL>
n,<DEL>
o,<DEL>
",",<DEL>
 ,<DEL>
m,<DEL>
a,<DEL>
j,<DEL>
í,<DEL>
 ,<DEL>
r,<DEL>
o,<DEL>
z,<DEL>
k,<DEL>
a,<DEL>
z,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
 ,<DEL>
p,p
r,<DEL>
o,<DEL>
n,<DEL>
á,<DEL>
s,<DEL>
l,<DEL>
e,<DEL>
d,<DEL>
o,<DEL>
v,<DEL>
a,<DEL>
t,<DEL>
 ,<DEL>
-,<DEL>
-,<DEL>
 ,<DEL>
a,<DEL>
l,<DEL>
e,e
<INS>,P
—,S
 , 
v, 
o,I
d,n
k,p
a,o
;,.
 , 
p,o
i,d
j,k
t,é
e,<DEL>
",",<DEL>
 ,<DEL>
c,c
h,í
c,<DEL>
e,<DEL>
t,<DEL>
e,<DEL>
-,<DEL>
 , 
l,1
i,i
<INS>,b
.,o
"""",v
 , 
„,<DEL>
P,<DEL>
o,<DEL>
s,s
l,l
o,o
u,u
c,c
h,h
e,e
j,ý
 ,a
—,d
 ,<DEL>
p,<DEL>
o,o
v,v
í,o
d,l
á,<DEL>
m,<DEL>
 ,<DEL>
—,<DEL>
 ,<DEL>
d,<DEL>
e,<DEL>
j,<DEL>
 ,<DEL>
m,<DEL>
n,n
ě,<DEL>
 ,<DEL>
d,<DEL>
o,o
b,A
r,","
é,<DEL>
 , 
v,“
o,<DEL>
d,<DEL>
k,<DEL>
y,<DEL>
.,<DEL>
"""",<DEL>
 , 
N,<DEL>
e,<DEL>
b,<DEL>
o,<DEL>
ť,<DEL>
 , 
z,k
l,n
o,i
s,h
ť,<DEL>
 , 
s,s
e,o
 ,v
u,<DEL>
ž,<DEL>
 , 
s,š
i,<DEL>
l,<DEL>
n,<DEL>
ě,<DEL>
 , 
v,<DEL>
e,<DEL>
 ,<DEL>
m,<DEL>
n,n
ě,k
 , 
r,V
o,i
z,<DEL>
m,<DEL>
á,<DEL>
h,<DEL>
a,a
l,l
a,<DEL>
.,<DEL>
 , 
„,V
T,<DEL>
o,o
 ,<DEL>
j,<DEL>
e,<DEL>
 ,<DEL>
d,<DEL>
o,<DEL>
b,<DEL>
r,r
á,t
 ,<DEL>
v,<DEL>
o,<DEL>
d,<DEL>
k,<DEL>
a,a
.,b
"""",i
 ,s
R,i
o,e
z,<DEL>
m,<DEL>
r,r
z,<DEL>
e,<DEL>
l,<DEL>
o,<DEL>
 , 
m,<DEL>
n,<DEL>
e,e
",",r
 ,v
ž,<DEL>
e,e
 ,i
m,<DEL>
n,<DEL>
e,e
 ,h
j,<DEL>
i,<DEL>
ž,<DEL>
 , 
t,t
a,a
k,n
 ,<DEL>
p,<DEL>
ř,<DEL>
í,<DEL>
l,<DEL>
i,i
š,<DEL>
 , 
n,<DEL>
í,<DEL>
z,<DEL>
k,<DEL>
o,<DEL>
 ,<DEL>
c,<DEL>
e,<DEL>
