Truth,Pred
ř,ř
i,i
., 
"""",""""
 ,<DEL>
„,<DEL>
J,J
e,e
š,š
t,t
ě,ě
 , 
d,d
á,á
l,l
 , 
t,<DEL>
ě,<DEL>
 ,<DEL>
p,p
o,c
š,š
l,l
o,c
u,u
.,.
"""",<DEL>
 , 
„,c
A,c
 , 
c,<DEL>
o,<DEL>
?,?
 , 
P,P
á,á
n,n
 , 
B,3
ů,4
h,6
 , 
t,t
a,a
m,m
 , 
j,j
e,e
s,s
t,t
?, 
"""",""""
 ,<DEL>
„,<DEL>
J,J
e,e
s,s
t,t
., 
"""",""""
 ,<DEL>
„,<DEL>
A,A
ť,t
 ,<DEL>
s,<DEL>
i,<DEL>
 , 
t,t
e,e
d,d
y,y
;,;
 , 
j,j
e,e
n,n
a,a
u,u
t,t
o,o
.,<DEL>
 , 
T,<DEL>
e,<DEL>
p,<DEL>
r,<DEL>
v,<DEL>
e,<DEL>
 ,<DEL>
k,k
d,d
y,y
ž,ž
 , 
z,<DEL>
 ,<DEL>
n,n
á,á
l,l
e,e
v,v
n,n
y,y
 , 
z,z
a,a
s,s
l,l
e,e
c,c
h,h
l,l
 , 
h,h
o,o
v,v
o,o
r,r
",",","
 , 
p,p
ř,ŕ
e,e
s,s
t,t
a,a
l,l
 , 
č,č
í,í
s,s
t,t
 , 
a,<DEL>
 ,<DEL>
n,n
a,a
s,s
l,l
o,o
u,u
c,c
h,h
a,a
l,l
.,<DEL>
 , 
V,V
 ,<DEL>
n,n
á,á
l,l
e,e
v,v
n,n
ě,ě
 , 
b,b
y,y
l,l
 , 
n,n
ě,ě
m,m
e,e
c,c
k,k
ý,ý
 , 
d,d
ů,ů
s,s
t,t
o,o
j,j
n,n
í,í
k,k
.,.
 , 
M,M
á,á
t,t
e,e
 , 
s,s
l,l
i,i
v,v
o,o
v,v
i,i
c,c
i,i
?,?
 , 
p,<DEL>
t,<DEL>
a,<DEL>
l,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
h,h
o,o
s,s
t,t
i,i
n,n
s,s
k,k
é,é
h,h
o,o
.,.
 , 
A,A
n,n
o,o
.,.
 , 
N,N
ě,ě
m,m
e,e
c,c
 , 
v,v
y,y
š,š
e,e
l,l
 , 
p,p
ř,i
e,e
d,d
 , 
h,h
o,o
s,s
p,p
o,o
d,d
u,u
 , 
a,a
 , 
p,p
o,o
k,k
y,y
n,n
u,u
l,l
 , 
s,s
v,v
ý,ý
m,m
 , 
d,d
r,r
u,u
h,h
ů,ů
m,m
",",","
 , 
k,k
t,t
e,e
ř,ř
í,í
 , 
s,s
e,e
d,d
ě,ě
l,l
i,i
 , 
v,<DEL>
 ,<DEL>
a,a
u,u
t,t
ě,ě
.,.
 , 
M,M
á,á
?,?
<INS>, 
<INS>,T
<INS>,e
<INS>,p
<INS>,r
<INS>,v
<INS>,e
<INS>, 
<INS>,p
<INS>,t
<INS>,a
<INS>,l
v,v
y,y
s,s
v,v
ě,ě
t,t
l,l
i,i
l,l
<INS>, 
",",","
 , 
j,j
a,a
k,k
 , 
s,s
i,i
 , 
m,m
 , 
z,z
í,í
t,t
r,r
a,a
 , 
p,p
o,o
č,č
í,í
n,n
a,a
t,t
.,.
.,.
.,<DEL>
 , 
V,<DEL>
 ,<DEL>
 ,<DEL>
z,z
a,a
 , 
T,T
r,r
o,o
j,j
á,á
k,k
e,e
m,m
 , 
v,v
y,y
h,h
l,l
 , 
r,r
o,o
z,z
s,s
á,á
h,h
l,l
o,o
u,u
 , 
l,l
o,o
u,u
k,k
u,u
.,<DEL>
 , 
R,R
o,o
z,z
d,d
ě,ě
l,l
i,i
l,l
i,i
 , 
s,s
e,e
 , 
n,n
a,a
 , 
d,d
v,v
 , 
s,s
k,k
u,u
p,p
i,i
n,n
y,y
.,:
 , 
K,K
a,a
ž,ž
d,d
á,á
 , 
s,s
e,e
 , 
p,p
o,o
s,s
t,t
a,a
v,v
i,i
l,l
a,a
 , 
n,n
a,a
 , 
j,j
e,e
d,d
e,e
p,p
ř,ř
i,i
 ,<DEL>
t,t
o,o
m,m
 , 
b,b
y,y
l,l
 , 
p,p
o,o
ř,ř
á,á
d,d
n,n
ý,ý
 , 
 ,<DEL>
p,p
ř,ř
e,e
s,s
n,n
ý,ý
 , 
j,j
a,a
k,k
o,o
 , 
N,N
ě,ě
m,m
e,e
c,c
.,<DEL>
 , 
T,T
r,r
e,e
s,s
t,t
a,a
n,n
c,c
i,i
 , 
s,s
e,e
 , 
m,m
u,u
 , 
p,p
o,o
s,s
m,m
í,í
v,v
a,a
l,l
i,i
;,;
 , 
a,a
l,l
e,e
 , 
n,n
ě,ě
k,k
t,t
e,e
 , 
b,b
á,á
l,l
i,i
 , 
s,s
 , 
n,n
í,í
m,m
 , 
d,d
á,á
t,t
i,i
 , 
d,d
o,o
 , 
h,h
á,á
 , 
p,p
r,r
o,o
t,t
o,o
 , 
ž,ž
e,e
 , 
s,s
e,e
 , 
c,c
h,h
y,y
t,t
a,a
l,l
 , 
k,k
a,a
ž,ž
d,d
é,é
h,h
o,o
 , 
s,s
l,l
o,o
v,v
a,a
",",","
 , 
v,v
š,š
e,e
c,c
w,w
i,i
f,f
e,e
 , 
a,a
n,n
d,d
 , 
f,f
i,i
v,v
e,e
 , 
d,d
a,a
u,u
g,g
h,h
t,t
e,e
r,r
s,s
 , 
a,a
t,t
 , 
o,o
n,n
c,c
e,e
.,.
 , 
A,A
f,f
t,t
e,e
r,r
 , 
a,a
m,m
u,<DEL>
s,s
i,i
n,n
g,g
 , 
h,h
i,i
m,m
s,s
e,e
l,l
f,f
 , 
s,s
o,o
m,m
e,e
 , 
t,t
i,i
m,m
e,e
 , 
w,w
i,i
t,t
h,h
 , 
t,t
h,h
e,e
i,n
r,<DEL>
 , 
c,c
u,u
r,r
i,i
o,o
s,s
i,i
t,t
y,y
",",;
 , 
h,h
e,e
 , 
t,t
h,h
u,u
s,s
 , 
e,e
x,x
p,p
l,l
a,a
i,i
n,n
e,e
d,d
:, 
-,-
-, 
“,<DEL>
A,A
b,b
o,o
u,u
t,t
 , 
a,a
 , 
m,m
o,o
n,n
t,t
h,h
 , 
a,a
g,g
o,o
 , 
I,I
 ,<DEL>
r,r
e,e
c,c
e,e
i,i
v,v
e,e
d,d
 , 
t,t
h,h
i,i
s,s
 , 
l,l
e,e
t,t
t,t
e,e
r,r
",",;
 , 
a,a
n,n
d,d
 , 
a,a
b,b
o,o
u,u
t,t
 , 
a,<DEL>
 ,<DEL>
f,f
o,o
r,r
t,t
n,n
i,i
g,g
h,h
t,t
 , 
a,a
g,g
o,o
 ,<DEL>
I,<DEL>
 , 
a,a
n,n
s,s
w,w
e,e
r,r
e,e
d,d
 , 
i,i
t,t
;,;
 , 
f,f
o,o
r,r
 , 
I,I
 , 
t,t
h,h
o,o
u,u
g,g
h,h
t,t
 , 
i,i
t,t
 , 
a,a
 , 
c,c
a,a
s,s
e,e
 , 
o,o
f,f
 , 
s,s
o,o
m,m
e,e
 , 
d,d
e,e
l,l
i,i
c,c
a,a
c,c
y,y
",",","
p,p
r,r
a,a
c,c
o,o
v,r
a,a
t,t
 , 
s,<DEL>
 ,<DEL>
n,n
á,á
m,m
i,i
?,?
 , 
z,z
e,e
p,p
t,t
a,a
l,l
 , 
s,<DEL>
e,<DEL>
 ,<DEL>
M,M
u,u
r,<DEL>
z,z
i,i
n,n
.,<DEL>
 , 
A,A
n,n
o,o
",",","
 , 
b,b
r,r
a,a
t,t
ř,i
e,e
 , 
m,m
a,a
j,j
o,o
r,r
e,e
.,<DEL>
.,<DEL>
.,<DEL>
",",<DEL>
 , 
ř,ř
e,e
k,k
l,l
 , 
S,S
a,a
š,š
a,a
.,<DEL>
 , 
V,V
e,e
l,l
m,m
i,i
 , 
r,r
á,á
d,d
i,i
 , 
b,b
y,y
c,c
h,h
o,o
m,m
 , 
s,s
l,l
o,o
u,u
ž,ž
i,i
l,l
i,i
 , 
u,<DEL>
 ,<DEL>
t,t
v,v
é,é
 , 
b,b
r,r
i,i
g,g
á,a
d,d
y,y
.,.
 , 
N,N
u,u
",",","
 , 
j,j
s,s
t,t
e,e
 , 
n,n
á,á
m,m
 , 
v,T
í,í
t,t
á,á
n,n
i,i
.,<DEL>
 , 
K,K
a,a
ž,ž
d,d
ý,ý
 , 
n,n
o,o
v,t
ý,ý
 , 
p,p
a,a
r,r
t,t
y,y
z,z
á,á
n,n
 , 
j,j
e,e
 , 
n,n
á,á
<INS>,n
m,l
 , 
v,T
í,í
t,t
á,á
n,n
.,<DEL>
 , 
A,A
 ,<DEL>
p,p
ř,r
i,i
p,p
i,i
j,j
e,e
m,m
e,e
 , 
s,<DEL>
i,<DEL>
",",<DEL>
 ,<DEL>
b,b
r,r
a,a
t,t
ř,i
i,i
.,<DEL>
 , 
N,N
a,a
 , 
n,n
a,a
š,š
e,e
 , 
v,T
í,í
t,t
ě,ě
z,z
s,s
t,t
v,v
í,í
!,l
 , 
N,N
a,a
 , 
v,T
í,í
t,t
ě,ě
z,z
s,s
t,t
v,v
í,í
!,l
w,w
i,i
l,l
l,l
 , 
w,w
e,e
 , 
s,s
h,h
o,o
u,u
l,l
d,d
.,.
 , 
B,B
u,u
t,t
",",","
 , 
m,m
y,y
 , 
d,d
e,e
a,a
r,r
 , 
L,L
y,y
d,d
i,i
a,a
",",<DEL>
 , 
I,<DEL>
 ,<DEL>
d,d
o,o
n,n
’,<DEL>
t,t
 , 
a,a
t,t
 , 
a,a
l,l
l,l
 , 
l,l
i,i
k,k
e,e
 , 
y,y
o,o
u,u
r,r
 , 
g,g
o,o
i,i
n,n
g,g
 , 
s,s
u,u
c,c
h,h
 , 
a,a
 , 
w,w
a,a
y,y
 , 
o,o
f,f
f,f
<INS>, 
.,.
 , 
M,M
u,u
s,s
t,t
 , 
i,i
t,t
 , 
b,b
e,e
 , 
s,s
o,o
?,?
”,""""
 , 
“,""""
O,O
h,h
",",<DEL>
 , 
L,L
o,o
r,r
d,d
!,!
 , 
y,y
e,e
s,s
;,;
 , 
t,t
h,h
e,e
r,r
e,e
 , 
i,i
s,s
 , 
n,n
o,o
t,t
h,h
i,i
n,n
g,g
 , 
i,i
n,n
 , 
t,t
h,h
a,a
t,t
.,.
 , 
I,<DEL>
 ,<DEL>
s,s
h,h
a,a
l,l
l,l
 , 
l,l
i,i
k,k
e,e
 , 
i,i
t,t
 , 
o,o
f,f
 , 
a,a
l,l
l,l
 , 
t,t
h,h
i,i
n,n
g,g
s,s
.,.
 , 
Y,Y
o,o
u,u
 , 
a,a
n,n
d,d
 , 
p,p
a,a
p,p
a,a
",",<DEL>
 , 
a,a
n,n
d,d
 , 
m,m
y,y
 , 
s,s
i,i
s,s
t,t
e,e
r,r
s,s
<INS>, 
",",_
 , 
m,m
u,u
s,s
t,t
 , 
c,c
o,o
m,m
e,e
 , 
d,d
o,o
w,w
n,n
 , 
a,a
n,n
d,d
 , 
s,s
e,e
e,e
 , 
u,u
s,s
.,.
 , 
W,W
e,e
 , 
s,s
h,h
a,a
l,l
l,l
a,a
n,n
y,y
t,t
h,h
i,i
n,n
g,g
;,;
 , 
a,a
n,n
d,d
 , 
t,c
h,h
e,e
n,n
",",","
 , 
r,r
i,i
s,s
i,i
n,n
g,g
 , 
u,u
p,p
",",","
 , 
s,s
a,a
i,i
d,d
 , 
t,<DEL>
o,<DEL>
 ,<DEL>
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
",",","
-,<DEL>
-,<DEL>
 , 
“,<DEL>
M,M
i,i
s,s
s,s
 , 
B,B
e,e
n,n
n,n
e,e
t,t
<INS>, 
",",","
 , 
t,t
h,h
e,e
r,r
e,e
 , 
s,s
e,e
e,e
m,n
e,e
d,d
 , 
t,p
 ,<DEL>
b,<DEL>
e,e
 , 
a,<DEL>
 ,<DEL>
p,p
r,r
e,e
t,t
t,t
y,y
i,i
s,s
h,h
 , 
k,k
i,i
n,n
d,d
 , 
o,0
f,f
 , 
l,l
i,i
t,t
t,t
l,l
e,e
 , 
w,w
i,i
l,l
d,d
e,e
r,r
n,n
e,e
s,s
s,s
 , 
o,o
n,n
 , 
o,<DEL>
 ,<DEL>
s,s
i,i
d,d
e,e
 , 
o,0
f,f
 , 
y,Y
o,o
u,u
r,r
 , 
l,l
a,a
w,w
n,n
.,.
 , 
I,<DEL>
 ,<DEL>
s,s
h,h
o,o
u,u
l,l
d,d
 , 
b,b
e,e
 , 
g,g
l,l
a,a
d,d
 , 
t,t
o,o
 , 
t,t
a,a
k,k
e,e
 , 
t,c
u,u
r,r
n,n
 , 
i,i
n,n
 , 
i,i
t,t
",",","
 , 
i,i
f,f
 , 
y,Y
o,o
u,u
 , 
w,w
i,i
l,l
 , 
f,f
a,a
v,v
o,o
u,u
r,r
 , 
m,m
e,e
 , 
w,w
i,i
t,t
h,h
 , 
y,Y
o,o
u,u
r,r
p,p
o,o
d,d
a,a
ř,ř
i,i
l,l
o,o
 , 
h,h
m,m
o,o
t,t
n,n
é,é
 , 
p,p
o,o
 , 
s,s
v,v
é,é
h,h
o,o
 , 
n,n
e,e
p,p
r,r
a,a
k,k
t,t
i,i
c,c
k,k
é,é
h,h
 , 
m,m
a,a
n,n
ž,ž
e,e
l,l
a,a
 , 
u,u
v,v
é,é
s,s
t,t
i,i
 , 
d,d
o,o
 , 
p,p
o,o
ř,ř
á,á
d,d
k,k
u,u
.,<DEL>
 , 
V,V
o,o
j,j
e,e
n,n
s,s
k,k
á,á
 , 
 ,<DEL>
s,s
e,e
 , 
D,D
o,o
s,s
t,t
o,o
j,j
e,e
v,v
s,s
k,k
é,é
m,m
u,u
 , 
b,<DEL>
 ,<DEL>
z,z
p,p
r,r
o,o
t,t
i,i
v,v
i,i
l,l
a,a
.,<DEL>
 , 
S,S
o,o
t,t
v,v
a,a
 ,<DEL>
 , 
r,r
o,o
k,k
",",","
 , 
p,p
o,o
d,d
a,a
l,l
 , 
ž,ž
á,á
d,d
o,o
s,s
t,t
",",","
 , 
b,b
y,y
l,l
 , 
d,d
á,á
n,n
 , 
d,d
o,o
 , 
v,v
ý,ý
s,s
l,l
u,u
ž,ž
b,b
 , 
1,1
8,8
4,4
4,4
 , 
o,o
p,p
u,u
s,s
t,t
i,i
l,l
 , 
n,n
a,a
v,v
ž,ž
d,d
s,s
o,o
u,u
d,d
r,r
u,u
h,h
e,e
m,m
 , 
a,a
 , 
d,d
o,o
s,s
t,t
.,<DEL>
 ,<DEL>
J,<DEL>
 , 
s,s
v,v
o,o
u,u
 , 
c,c
e,e
s,s
t,t
o,o
u,u
 , 
a,a
 , 
m,m
y,y
 , 
t,t
a,a
k,k
 , 
p,p
ů,ů
j,j
d,d
e,e
m,m
e,e
 , 
s,s
v,v
o,o
u,u
;,;
 , 
t,t
y,y
 , 
m,m
á,á
 , 
s,s
v,v
o,o
j,j
e,e
 , 
z,z
á,á
l,l
e,e
ž,ž
i,i
t,t
o,o
s,s
t,t
i,i
",",","
 , 
a,a
 , 
m,m
 , 
t,t
a,a
k,k
é,é
 , 
s,s
v,v
o,o
j,j
e,e
.,.
 , 
A,A
 , 
v,v
s,s
k,k
u,u
t,t
k,k
u,u
 , 
D,D
o,o
m,m
n,n
í,í
v,v
a,a
l,l
 , 
j,j
s,s
e,e
m,m
 , 
s,s
e,e
",",","
 , 
ž,ž
e,e
 , 
s,s
t,t
í,í
ž,ž
n,n
o,o
s,s
t,t
i,i
 , 
n,n
á,á
s,s
 , 
p,p
r,r
o,o
s,s
t,t
ě,ě
M,M
i,i
s,s
s,s
 , 
B,B
e,e
n,n
n,n
e,e
t,t
 , 
w,w
a,a
s,s
 , 
t,t
h,h
e,e
r,r
e,e
f,f
o,o
r,r
e,e
 , 
e,e
s,s
t,t
a,a
b,b
l,l
i,i
s,s
h,h
e,e
d,d
 , 
a,a
s,s
 , 
a,a
 , 
s,s
w,w
e,e
e,e
t,t
 , 
g,g
i,i
r,r
l,l
;,;
 , 
a,a
n,n
d,d
 , 
t,t
h,h
e,e
i,i
r,r
 , 
b,b
r,r
o,o
t,t
h,h
e,e
r,r
 , 
f,f
e,e
l,l
t,t
 , 
a,a
u,u
t,t
h,h
o,o
r,r
i,i
z,z
e,e
d,d
 , 
b,b
y,y
 , 
s,s
u,u
c,c
h,h
 , 
c,c
o,o
m,m
m,m
e,e
n,n
d,d
a,a
t,t
i,i
o,o
n,n
 , 
t,t
o,o
 , 
t,t
h,h
i,i
n,n
k,k
 , 
o,o
f,f
 , 
h,h
e,e
r,r
 , 
a,a
s,s
 , 
h,h
e,e
 , 
c,c
h,h
o,o
s,s
e,e
.,<DEL>
 , 
W,W
i,i
t,t
h,h
i,i
n,n
 , 
a,<DEL>
 ,<DEL>
s,s
h,h
o,o
r,r
t,t
 , 
w,w
a,a
l,l
k,k
 , 
o,o
f,f
 , 
L,L
o,o
n,n
g,g
b,b
o,o
u,u
r,r
n,n
 , 
l,l
i,i
v,v
e,e
d,d
 , 
a,a
 , 
f,f
a,a
m,m
i,i
l,l
y,y
 , 
w,w
i,i
t,t
h,h
 , 
w,w
h,h
o,o
m,m
 , 
t,t
h,h
e,e
 , 
B,B
e,e
n,n
n,n
e,e
t,t
s,s
 , 
w,w
e,e
r,r
e,e
 , 
p,p
a,a
r,r
t,t
i,i
c,c
u,u
l,l
a,a
r,r
l,l
y,y
 , 
i,i
n,n
t,t
i,i
m,m
a,a
t,t
e,e
.,<DEL>
b,b
e,e
z,z
n,n
a,a
d,d
ě,ě
j,j
n,n
ě,ě
 , 
t,t
r,r
u,u
c,c
h,h
l,l
i,i
v,v
ý,ý
 , 
d,<DEL>
o,<DEL>
j,<DEL>
e,e
m,m
<INS>, 
.,.
 , 
V,V
e,e
l,l
m,m
i,i
 , 
k,<DEL>
 ,<DEL>
t,t
o,o
m,m
u,u
 , 
n,n
a,a
p,p
o,o
m,m
á,á
h,h
a,a
l,l
o,o
 , 
m,m
é,é
 , 
s,s
e,e
t,t
k,k
á,á
n,n
 , 
A,<DEL>
.,<DEL>
.,<DEL>
.,<DEL>
v,v
e,e
m,m
",",<DEL>
 , 
t,t
a,a
k,k
é,é
 , 
t,t
r,r
e,e
s,s
t,t
a,a
 , 
j,j
e,e
n,n
ž,ž
 , 
p,p
ř,ř
i,i
b,b
y,y
l,l
 , 
d,d
o,o
 , 
t,t
r,r
e,e
s,s
t,t
 , 
n,n
e,e
d,d
l,l
o,o
u,u
h,h
o,o
 , 
p,p
ř,ř
e,e
d,d
e,e
 , 
m,m
n,n
o,o
u,u
",",<DEL>
 , 
p,p
ř,ř
e,e
k,k
v,v
a,a
p,p
i,i
l,l
 , 
m,m
n,n
e,e
 , 
o,o
b,b
z,z
v,v
l,l
á,á
 , 
t,t
r,r
a,a
p,p
n,n
ý,ý
m,m
 , 
d,d
o,o
j,j
m,m
e,e
m,m
 , 
z,z
a,a
 , 
p,p
r,r
 , 
d,d
n,n
ů,ů
 , 
p,p
o,o
 , 
m,m
é,e
m,m
 , 
p,p
ř,ř
í,í
c,c
h,h
o,o
d,d
u,u
 , 
 ,<DEL>
k,k
á,á
z,z
n,n
i,i
c,c
e,e
.,<DEL>
 , 
O,O
s,s
t,t
a,a
t,t
n,n
ě,ě
 , 
v,v
ě,ě
d,d
<INS>, 
<INS>,d
<INS>,o
<INS>,j
b,b
r,r
z,z
y,y
 , 
z,z
b,b
a,a
v,v
í,í
m,m
e,e
!,!
 , 
T,T
a,a
k,k
é,é
 , 
s,s
i,i
 , 
t,t
o,o
 , 
ř,ř
í,<DEL>
k,k
á,á
m,m
 , 
-,<DEL>
-,<DEL>
 ,<DEL>
v,v
š,š
a,a
k,k
 , 
d,d
a,a
l,l
 , 
b,b
y,y
 , 
P,P
á,á
n,n
 , 
B,B
ů,ů
h,h
",",","
 , 
a,a
b,b
y,y
 , 
t,t
u,u
 , 
b,b
y,y
l,l
 , 
z,z
a,a
s,s
e,e
 , 
k,k
l,l
i,i
d,d
!,!
 , 
J,J
a,a
k,k
ž,ž
i,i
v,v
 , 
t,t
u,u
 , 
n,n
e,e
b,b
y,y
l,l
o,o
 , 
b,b
a,a
n,n
d,d
i,i
t,t
ů,ů
",",","
 , 
a,a
l,l
e,e
 , 
t,t
e,e
ď,ď
",",","
 , 
v,v
 ,<DEL>
t,t
é,é
t,t
o,o
 , 
v,v
á,á
l,l
c,c
e,e
 , 
j,j
e,e
 , 
t,t
o,o
 , 
h,h
r,r
o,o
z,z
n,n
é,é
!,!
 , 
Z,Z
a,a
h,h
r,r
á,á
l,l
a,a
 , 
j,j
s,s
t,t
e,e
 , 
j,j
i,i
m,m
",",;
 , 
t,t
e,e
t,t
i,i
č,č
k,k
o,o
 , 
Č,Č
e,e
c,c
h,h
o,o
v,v
á,á
!,!
 , 
N,N
e,e
m,m
ě,ě
l,l
a,a
 , 
j,j
s,s
t,t
e,e
 , 
a,a
n,n
i,i
 , 
p,p
a,a
n,n
c,c
é,é
ř,ř
o,o
v,v
o,o
u,u
 , 
p,p
ě,ě
s,s
t,t
",",","
 , 
a,a
n,n
i,i
 , 
k,k
a,a
r,r
a,a
b,b
i,i
n,n
u,u
",",","
 , 
a,a
n,n
i,i
 , 
r,r
e,e
v,v
o,o
l,l
v,v
e,e
r,r
<INS>, 
",",","
B,B
y,y
l,l
o,o
 , 
j,j
i,i
ž,ž
 , 
s,s
k,k
o,o
r,r
o,o
 , 
d,d
e,e
v,v
ě,ě
 , 
h,h
o,o
d,d
i,i
n,n
",",","
 , 
k,k
d,d
y,y
ž,ž
 , 
p,p
ř,ř
e,e
d,d
s,s
t,t
 , 
p,p
ř,ř
e,e
d,d
 , 
š,š
i,i
k,k
o,o
v,v
a,a
t,t
e,e
l,l
e,e
 , 
a,a
 , 
o,0
 , 
m,m
u,u
",",","
 , 
o,o
č,č
 , 
j,j
d,d
e,e
.,.
 , 
Š,Š
i,i
k,k
o,o
v,v
a,a
 , 
z,z
a,a
l,l
e,e
k,k
l,l
 , 
a,<DEL>
 ,<DEL>
n,n
e,e
c,c
h,h
t,t
ě,ě
l,l
 , 
z,<DEL>
 ,<DEL>
p,p
o,o
č,č
á,á
t,t
k,k
u,u
 , 
a,a
n,n
i,i
 , 
u,u
v,v
ě,ě
ř,ř
i,i
t,t
i,i
 , 
R,R
o,o
z,z
u,u
m,m
í,í
 , 
s,s
e,e
",",<DEL>
 , 
ž,ž
e,e
 ,<DEL>
i,<DEL>
 , 
Š,Š
i,i
l,l
 , 
t,t
o,o
 , 
o,o
z,z
n,n
á,á
m,m
i,i
l,l
 , 
v,v
š,š
e,e
c,c
h,h
n,n
n,n
o,o
t,t
 , 
h,h
a,a
v,v
e,e
 , 
h,h
a,a
p,p
p,p
e,e
n,n
e,e
d,d
:,:
 , 
b,b
u,u
t,t
 , 
p,p
o,o
o,o
r,r
 , 
d,d
e,e
a,a
r,r
 , 
L,L
y,y
d,d
i,i
a,a
 , 
h,h
a,a
d,d
 , 
n,n
o,o
b,b
o,o
d,d
y,y
 , 
t,t
o,o
 , 
t,t
a,a
k,k
e,e
 , 
c,c
a,a
r,r
e,e
 , 
o,o
f,f
 , 
h,h
e,e
r,r
.,.
 , 
W,W
h,h
y,y
 , 
d,d
i,i
d,d
 , 
t,t
h,h
e,e
 , 
F,F
o,o
r,r
s,s
t,t
e,e
r,r
s,s
 , 
e,e
v,v
e,e
r,r
 , 
l,l
e,e
t,t
 , 
h,h
e,e
r,r
 , 
g,g
o,o
 , 
o,o
u,u
t,t
 , 
o,o
f,f
 , 
t,t
h,h
e,e
i,i
r,r
 , 
s,s
i,i
g,g
h,h
t,t
?,?
 , 
I,<DEL>
 ,<DEL>
a,a
m,m
 , 
s,s
u,u
r,r
e,e
 , 
t,t
h,h
e,e
r,r
e,e
 , 
w,w
a,a
s,s
 , 
s,s
o,o
m,m
e,e
 , 
g,g
r,r
e,e
a,a
t,t
 , 
n,n
e,e
g,g
l,l
e,e
c,c
t,t
 , 
o,o
r,r
 , 
o,o
t,t
h,h
e,e
r,r
 , 
o,o
n,n
 , 
t,t
h,h
e,e
i,i
r,r
 , 
s,s
i,i
d,d
e,e
",",;
 , 
f,f
o,o
r,r
 , 
s,s
h,h
e,e
 , 
i,i
s,s
 , 
n,n
o,o
t,t
 , 
t,t
h,h
e,e
 , 
k,k
i,i
n,n
d,d
 , 
o,o
f,f
 , 
g,g
i,i
r,r
l,l
 , 
t,t
o,o
 , 
d,d
o,o
 , 
s,s
u,u
c,c
h,h
 ,<DEL>
a,<DEL>
o,o
t,t
á,á
z,z
a,a
l,l
 , 
s,s
e,e
 , 
h,h
o,o
.,.
 , 
„,<DEL>
J,<DEL>
á,<DEL>
 ,<DEL>
s,s
e,e
 , 
c,c
e,e
l,l
ý,ý
 , 
z,z
a,a
c,c
h,h
v,v
ě,ě
l,l
<INS>, 
",",","
"""",<DEL>
 , 
v,v
y,y
p,p
r,r
a,a
v,v
o,o
v,v
a,a
l,l
 , 
n,n
á,á
m,m
 , 
M,M
.,.
.,.
.,.
s,s
k,k
ý,ý
",",","
 , 
k,k
d,d
y,y
ž,ž
 , 
s,s
e,e
 , 
v,v
r,r
á,á
t,t
i,i
l,l
 , 
k,k
 , 
n,n
á,á
m,m
.,.
 , 
„,","
J,J
a,a
k,k
o,o
 , 
b,b
y,y
 , 
m,m
n,n
e,e
 , 
d,d
o,o
 , 
s,s
r,r
d,d
c,c
e,e
 , 
b,b
o,o
d,d
l,l
.,.
"""",<DEL>
 , 
„,","
Z,Z
d,d
á,á
l,l
o,o
 , 
s,s
e,e
 , 
m,m
i,i
",",","
 , 
ž,ž
e,e
 , 
j,j
s,s
e,e
m,m
 , 
o,o
b,b
d,d
r,r
ž,ž
e,e
l,l
 , 
p,p
s,s
a,a
n,n
í,í
 , 
o,o
d,d
 , 
m,m
a,a
t,t
k,k
y,y
",",;
"""",""""
 , 
o,o
d,d
p,p
o,o
v,v
ě,ě
d,d
ě,ě
l,l
 , 
v,v
e,e
l,l
i,i
t,t
e,e
l,l
i,i
.,.
 , 
„, 
N,N
ě,ě
c,c
o,o
 , 
l,l
e,e
p,p
š,š
í,í
h,h
o,o
",",<DEL>
 , 
m,m
n,n
o,o
h,h
e,e
m,m
 , 
l,l
e,e
p,p
š,š
í,í
h,h
o,o
!,!
"""",""""
 , 
n,n
a,a
m,m
í,í
t,t
n,n
<INS>, 
<INS>,""""
<INS>,J
<INS>,á
z,z
a,a
v,v
r,r
t,t
ě,ě
l,l
i,i
 , 
s,s
v,v
ý,ý
m,m
 , 
h,h
u,u
ň,ň
a,a
t,t
ý,ý
m,m
",",","
 , 
s,s
p,p
u,u
š,š
t,t
ě,ě
n,n
ý,ý
m,m
 , 
o,o
h,h
o,o
n,n
e,e
m,m
",",","
 , 
j,j
a,a
k,k
o,o
 , 
b,b
y,y
 , 
n,n
á,á
s,s
 , 
c,c
h,h
t,t
ě,ě
l,l
 , 
o,o
b,b
m,m
ě,ě
k,k
č,č
i,i
t,t
i,i
 , 
t,t
í,í
m,m
t,t
o,o
 , 
d,d
ů,ů
k,k
a,a
z,z
e,e
m,m
 , 
s,s
v,v
é,é
 , 
d,<DEL>
ů,<DEL>
v,<DEL>
ě,<DEL>
r,<DEL>
y,<DEL>
 ,<DEL>
v,<DEL>
 ,<DEL>
n,n
á,á
s,s
.,_
 , 
H,H
o,o
n,n
e,e
m,m
 , 
j,j
s,s
e,e
m,m
 , 
o,o
d,d
e,e
š,š
e,e
l,l
",",","
 , 
a,<DEL>
 ,<DEL>
o,o
n,n
i,i
 , 
o,o
v,v
š,š
e,e
m,m
 , 
d,d
o,o
k,k
o,o
n,n
č,č
i,i
l,l
i,i
 , 
s,s
v,v
é,é
 , 
d,d
í,í
l,l
o,o
 , 
š,š
ť,ť
a,a
s,s
t,t
n,n
