Truth,Pred
n,n
a,a
 , 
s,s
v,v
ě,ě
t,t
ě,ě
.,.
 , 
J,J
e,e
s,s
t,t
l,l
i,i
 , 
ž,ž
e,e
 , 
j,j
s,s
e,e
m,m
 , 
s,s
e,e
 , 
n,n
a,a
 , 
p,p
ř,ř
í,í
k,k
l,l
a,a
d,d
 , 
s,s
á,á
m,m
 , 
s,s
 , 
n,n
í,í
m,m
 , 
d,d
a,a
l,l
 , 
d,d
o,o
 , 
ř,ř
e,e
č,č
i,i
 , 
o,o
 , 
n,n
ě,ě
č,č
e,e
m,m
s,s
o,o
o,o
n,n
e,e
r,r
 , 
h,h
a,a
d,d
 , 
h,h
e,o
 , 
a,a
n,n
d,d
 , 
h,n
i,<DEL>
s,s
 , 
c,C
o,o
m,m
p,p
a,a
n,n
i,i
o,o
n,n
 , 
t,t
a,a
k,k
e,e
n,n
 , 
l,<DEL>
e,e
a,a
v,v
e,e
",",","
 , 
t,t
h,h
a,a
n,n
 , 
a,a
 , 
g,g
l,l
a,a
n,n
c,c
e,o
 ,i
f,t
r,r
o,o
m,m
 ,i
J,<DEL>
a,a
n,n
e,e
 , 
i,i
n,n
v,v
i,i
t,t
e,e
d,d
 , 
h,h
e,e
r,r
 , 
t,t
o,o
 , 
f,t
o,o
l, 
l,l
o,o
w,w
 , 
h,h
e,e
r,r
 , 
u,u
p,p
s,s
t,i
a,a
i,i
r,r
s,s
.,.
 , 
W,W
h,h
e,e
n,n
 , 
t,t
h,h
e,e
y,y
 , 
h,b
a,a
d,d
 , 
g,g
a,a
i,i
n,n
e,e
d,d
 , 
t,t
h,h
e,e
i,i
r,r
 , 
o,o
w,w
n,n
 , 
r,<
o,c
o,o
m,m
",",","
 , 
<INS>,s
J,t
a,a
n,n
e,e
",",","
 , 
t,t
a,a
k,k
i,i
n,n
g,g
 , 
o,o
u,u
t,t
 , 
h,h
e,e
r,t
 , 
l,l
e,e
t,t
t,t
e,e
r,r
",",","
 , 
s,s
a,a
i,l
d,d
",",","
 , 
“,“
T,T
h,h
i,i
s,s
 , 
i,i
s,s
 , 
<INS>, 
f,t
r,r
o,o
m,m
 , 
C,C
a,a
r,r
o,o
l,l
i,i
n,n
e,e
 , 
B,B
i,i
n,n
g,g
l,l
e,o
y,y
:,<DEL>
 , 
w,W
h,h
a,a
t,t
 , 
i,i
t,t
 ,<DEL>
c,c
o,o
n,n
t,t
a,a
i,i
n,n
s,s
 , 
h,h
a,a
s,s
s,s
h,h
e,e
 , 
h,h
a,a
d,d
 , 
l,l
i,i
k,k
e,e
d,d
 , 
h,h
i,i
m,m
 , 
b,b
e,e
t,t
t,t
e,e
 , 
w,w
h,h
e,e
n,n
 , 
t,t
h,h
e,e
y,y
 , 
m,m
e,e
t,t
 , 
i,i
n,n
 , 
K,K
e,e
n,n
t,t
 , 
t,t
h,h
a,a
n,n
 , 
b,b
e,e
f,f
o,o
r,r
e,e
",",","
 , 
a,a
n,n
d,d
 , 
t,t
h,h
a,a
t,t
 , 
s,s
 , 
h,h
a,a
d,d
 , 
n,n
e,e
v,v
e,e
r,r
 , 
s,s
e,e
e,e
n,n
 , 
h,h
i,i
m,m
 , 
s,s
o,o
 , 
p,p
l,l
e,e
a,a
s,s
a,a
n,n
t,t
 , 
a,a
s,s
 , 
t,t
h,h
i,i
s,s
 , 
m,m
o,o
r,r
n,n
i,i
n,n
 , 
“,“
B,B
u,u
t,t
 , 
p,p
e,e
r,r
h,h
a,a
p,p
s,s
 , 
h,h
e,e
 , 
m,m
a,a
y,y
 , 
b,b
e,e
 , 
 ,<DEL>
l,l
i,i
t,t
t,t
l,l
e,e
 , 
w,w
h,h
i,i
m,m
s,s
i,i
c,c
a,a
l,l
 , 
i,i
n,n
 , 
h,h
i,i
s,s
 , 
c,c
i,i
v,v
i,i
l,l
i,i
t,t
i,i
e,e
s,s
",",","
”,”
 , 
r,r
e,e
p,p
l,l
i,i
e,e
d,d
 , 
h,h
e,e
 , 
u,u
n,n
c,c
l,l
e,e
.,.
 , 
“,“
Y,Y
o,o
u,u
r,r
 , 
g,g
r,r
e,e
a,a
t,t
 , 
m,m
e,e
n,n
 , 
o,o
f,f
t,t
e,e
n,n
 , 
a,a
r,r
e,e
;,;
 , 
a,a
n,n
d,d
 , 
t,t
h,h
e,e
r,r
e,e
f,f
o,o
r,r
p,p
u,u
m,m
p,p
o,o
v,v
a,a
l,l
 , 
k,k
o,o
l,l
o,o
",",","
 , 
k,k
t,t
e,e
r,r
é,é
 , 
t,t
o,o
h,h
o,o
 , 
v,v
e,e
 , 
s,s
k,k
u,u
t,t
e,e
č,č
n,n
o,o
s,s
t,t
i,i
 , 
v,v
ů,ů
b,b
e,e
c,c
 , 
n,n
e,e
v,v
y,y
ž,ž
a,a
d,d
o,o
v,v
a,a
l,l
o,o
",",","
 , 
S,S
l,l
á,á
v,v
e,e
k,k
 , 
v,v
s,s
u,u
n,n
u,u
l,l
 , 
b,b
a,a
l,l
í,í
č,č
e,e
k,k
 , 
s,s
 , 
d,d
o,o
p,p
i,i
s,s
y,y
 , 
d,d
o,o
 , 
j,j
e,e
h,h
o,o
 , 
a,a
k,k
t,t
o,o
v,v
k,k
y,y
.,.
 , 
D,D
ě,ě
k,k
u,u
j,j
i,i
 , 
<INS>, 
t,t
i,i
 , 
z,z
a,a
 , 
p,p
ů,ů
j,j
č,č
e,e
n,n
í,í
",",","
 , 
ř,ř
e,e
k,k
l,l
 , 
H,H
á,á
j,j
e,e
k,k
 , 
p,p
o,o
 , 
c,c
h,h
v,v
í,i
l,l
i,i
.,.
 , 
A,A
 , 
k,k
a,a
m,m
 , 
t,t
y,y
 , 
s,s
i,i
s,s
 , 
v,v
y,y
j,j
e,e
l,l
 , 
t,t
a,a
k,k
 , 
p,p
o,o
 , 
r,r
á,á
n,n
u,u
?,?
 , 
J,J
e,e
n,n
o,o
m,m
 , 
t,t
a,a
k,k
.,.
 , 
T,T
r,r
o,o
c,c
h,h
u,u
 , 
s,s
e,e
 , 
p,p
r,r
o,o
j,j
e,e
t,t
",",","
 , 
u,u
s,s
m,m
á,á
l,l
 , 
s,s
e,e
 , 
S,S
l,l
á,á
v,v
e,e
k,k
.,.
b,b
o,o
o,o
k,k
.,.
 , 
M,M
i,i
s,s
s,s
 , 
B,B
i,i
n,n
g,g
 , 
t,t
h,h
e,e
 , 
s,s
a,a
m,m
e,e
;,;
 , 
a,a
n,n
d,d
 , 
M,M
 , 
p,p
r,r
i,i
n,n
c,c
i,i
p,p
a,a
l,l
l,l
y,y
 , 
o,o
c,c
c,c
 , 
p,p
l,l
a,a
y,y
i,i
n,n
g,g
 , 
w,w
i,i
t,t
h,h
 , 
h,h
e,e
 , 
<INS>,I
b,o
r,i
a,s
c,t
e,e
l,k
e,e
t,t
s,e
 , 
<INS>,V
<INS>,e
<INS>,i
<INS>,c
<INS>,e
<INS>,)
<INS>, 
<INS>,c
<INS>,h
a,a
<INS>,i
n,c
d,h
 , 
<INS>,1
r,c
 , 
j,j
o,o
i,i
n,n
e,e
d,d
 , 
n,n
o,o
w,w
 , 
a,a
n,n
d,d
 ,<DEL>
 , 
h,h
e,e
r,r
 , 
b,b
r,r
o,o
t,t
h,h
e,e
r,r
’,’
s,s
e,e
x,x
a,a
m,m
i,i
n,n
a,a
t,t
i,i
o,o
n,n
 , 
o,o
f,f
 ,<DEL>
a,a
l,l
l,l
 , 
t,t
h,h
e,e
 , 
l,l
e,e
t,t
t,t
e,e
r,r
s,s
 , 
w,w
h,h
i,i
c,c
h,h
 , 
J,d
a,a
n,n
e,e
 , 
h,h
a,a
d,d
 , 
w,w
r,r
i,i
t,t
t,t
e,e
n,n
 , 
t,t
o,o
 , 
h,h
e,e
r,r
 , 
s,s
i,i
n,n
c,c
e,é
 , 
h,h
e,e
r,r
 , 
b,b
e,e
i,i
n,n
g,g
 , 
i,i
n,n
 , 
K,K
e,e
n,n
t,t
.,.
 , 
T,T
h,h
e,e
y,y
 , 
c,c
o,o
n,n
t,t
a,a
i,i
n,n
e,e
d,d
 , 
n,n
o,o
 , 
a,a
c,c
t,t
u,u
a,a
l,l
 , 
c,c
o,o
m,m
p,p
l,l
a,a
i,i
n,n
t,t
",",","
 , 
n,n
o,o
r,r
 , 
w,w
a,a
s,s
 , 
t,t
h,h
e,e
r,r
e,e
 , 
a,a
n,n
y,y
 , 
r,r
e,e
v,v
i,i
v,v
a,a
l,l
 , 
o,o
f,f
 , 
p,p
a,a
s,s
t,t
 , 
<INS>,‘
o,o
c,c
c,c
u,u
r,r
r,r
e,e
n,n
c,c
e,e
s,s
",",","
 , 
o,o
r,r
 , 
a,a
n,n
y,y
 , 
<INS>,‘
c,c
o,o
m,m
m,m
u,u
n,n
i,i
c,c
a,a
t,t
i,i
o,o
n,n
 , 
o,o
f,f
 , 
p,p
r,r
e,e
s,s
e,e
n,n
t,t
 , 
s,s
u,u
f,f
f,f
e,e
r,r
i,i
n,n
g,g
.,.
 , 
B,B
u,u
t,t
 , 
i,i
n,n
 , 
a,a
l,l
l,l
",",","
j,j
e,e
d,d
i,i
n,n
á,a
 , 
t,t
o,o
 , 
s,s
l,l
o,o
v,v
a,a
",",","
 , 
p,p
r,r
o,o
m,m
l,l
u,u
v,v
e,e
n,n
á,á
 , 
v,v
 , 
p,p
a,a
n,n
t,t
o,o
m,m
i,i
m,m
ě,ě
",",","
 , 
a,a
l,l
e,e
 , 
m,m
u,u
ž,ž
 , 
n,n
e,e
p,p
o,o
s,s
l,l
o,o
u,u
c,c
h,h
á,á
 , 
a,a
 , 
j,j
e,e
n,n
 , 
h,h
o,o
 , 
u,u
c,c
t,t
í,í
v,v
á,a
 , 
p,p
o,o
 , 
s,s
v,v
é,é
m,m
.,.
 , 
Ž,Ž
e,e
n,n
a,á
 , 
v,v
i,i
d,d
o,o
u,u
c,c
",",","
 , 
ž,Z
e,e
 , 
ř,ř
a,á
d,d
a,á
 , 
p,p
ř,ř
i,i
c,c
h,h
á,á
z,z
í,í
 , 
n,n
y,y
n,n
í,í
 , 
n,n
a,a
 , 
n,n
i,i
",",","
 , 
h,h
o,o
d,d
í,í
 , 
p,p
ř,ř
í,í
z,z
í,í
",",","
 , 
v,v
ř,ř
e,e
t,t
e,e
n,n
e,e
m,m
 , 
a,a
 , 
u,u
t,t
í,í
k,k
á,á
 , 
z,z
e,e
 , 
<INS>,z
<INS>, 
s,s
v,v
ě,ě
t,t
n,n
i,i
c,c
e,e
;,;
 , 
č,č
e,e
p,p
e,e
c,c
 , 
l,l
e,e
t,t
í,i
 , 
n,n
a,a
 , 
z,z
e,e
m,m
",",","
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
i,i
 , 
s,s
e,e
 , 
<INS>, 
c,c
h,h
e,e
c,c
h,h
t,t
a,a
j,j
í,í
.,.
 , 
A,A
l,l
e,e
j,j
",",.
 , 
n,n
e,e
h,h
l,l
e,e
d,d
ě,ě
u,u
p,p
r,r
c,c
h,h
l,l
ý,ý
 , 
v,v
o,o
j,j
á,á
k,k
",",.
 , 
č,č
l,l
o,o
v,v
ě,ě
k,k
 , 
v,v
e,e
l,l
i,i
c,c
e,e
 , 
o,o
h,h
a,a
v,v
n,n
ý,ý
",",","
 , 
a,a
l,l
e,e
 , 
h,h
r,r
á,á
l,l
 , 
n,m
a,a
 , 
h,h
o,o
u,u
s,s
l,l
e,e
 , 
a,a
 , 
m,m
ě,ě
l,l
 , 
s,s
 , 
s,s
e,e
b,b
o,o
u,u
 , 
s,s
v,v
ů,ů
j,j
 , 
n,n
á,á
s,s
t,t
r,r
o,o
j,j
 , 
—,—
 , 
c,c
e,e
l,l
ý,ý
 , 
t,t
o,o
 , 
s,s
v,v
ů,ů
j,j
 , 
m,m
a,a
j,j
e,e
t,t
e,e
k,k
.,.
 , 
Ř,Ř
e,e
m,m
e,e
s,s
l,l
o,o
 , 
n,n
e,e
u,u
m,m
ě,ě
l,l
 , 
ž,ž
á,á
d,d
n,n
é,é
 , 
a,a
 , 
p,p
e,e
n,n
í,í
z,z
e,e
 , 
v,v
y,y
d,d
ě,ě
l,l
á,á
v,v
a,a
l,l
 , 
p,p
o,o
u,u
z,z
e,e
 , 
t,t
í,í
m,m
",",","
 , 
ž,ž
e,e
 , 
s,s
i,i
 , 
h,h
o,o
 , 
h,h
ý,y
ř,f
í,i
c,c
í,i
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
i,i
 , 
n,n
a,a
j,j
í,í
m,m
a,a
l,l
i,i
",",","
 , 
a,a
b,b
y,y
 , 
j,j
i,i
m,m
 , 
h,h
r,r
á,á
l,l
 , 
v,v
e,e
s,s
e,e
l,l
é,é
 , 
p,p
í,í
s,s
n,n
i,i
č,č
k,k
y,y
 , 
k,k
 , 
t,t
a,a
n,n
c,c
i,i
.,<DEL>
t,t
h,h
e,e
 , 
c,c
o,o
u,u
n,n
t,t
r,r
y,y
 , 
a,a
s,s
 , 
i,i
n,n
 , 
t,t
o,o
w,w
n,n
",",","
 , 
w,w
h,h
i,i
c,c
h,h
 , 
y,y
o,o
u,u
 , 
m,m
u,u
s,s
t,t
 , 
a,a
c,c
k,k
n,n
o,o
w,w
l,l
e,e
d,d
g,g
e,e
 , 
t,t
o,o
 , 
b,b
e,e
 , 
t,t
r,r
u,u
e,e
.,.
”,”
 , 
“,“
C,C
e,e
r,r
t,t
a,a
i,i
n,n
l,l
y,y
",",","
 , 
m,m
y,y
 , 
d,d
e,e
a,a
r,r
",",","
 , 
n,n
o,o
b,b
o,o
d,d
y,y
 , 
s,s
a,a
i,i
d,d
 , 
t,t
h,h
e,e
r,r
e,e
 , 
w,w
e,e
r,r
e,e
;,;
 , 
b,b
u,u
t,t
 , 
a,a
s,s
 , 
t,t
o,o
 , 
n,n
o,o
t,t
 , 
m,m
e,e
e,e
t,t
i,i
n,n
g,g
 , 
w,w
i,i
t,t
h,h
 , 
m,m
a,a
n,n
y,y
 , 
p,p
e,e
o,o
p,p
l,l
e,e
 , 
i,i
n,n
 , 
t,t
h,h
i,i
s,s
 , 
n,n
e,e
i,i
g,g
h,h
b,b
o,o
u,u
r,r
h,h
o,o
o,o
d,d
",",","
 , 
I,I
 , 
b,b
e,e
l,l
i,i
e,e
v,v
e,e
 , 
t,t
h,h
e,e
r,r
e,e
 , 
a,a
r,r
e,e
 , 
f,f
e,e
w,w
 , 
n,n
e,e
i,i
g,g
h,h
b,b
o,d
u,u
r,r
h,h
o,o
o,o
d,d
s,s
 , 
l,l
a,a
r,r
g,g
e,e
r,r
.,.
 , 
I,I
o,o
f,f
f,f
i,i
c,c
e,e
r,r
s,s
",",","
 , 
a,a
t,t
 , 
L,L
o,o
n,n
g,g
b,b
o,o
u,u
r,r
n,n
;,;
 , 
a,a
n,n
d,d
 , 
s,s
o,o
 , 
l,l
i,i
t,t
t,t
l,l
e,e
 , 
w,w
a,a
s,s
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
d,d
i,i
s,s
p,p
o,o
s,s
e,e
d,d
 , 
t,t
o,o
 , 
p,p
a,a
r,r
t,t
 , 
f,f
r,r
o,o
m,m
 , 
h,h
i,i
m,m
 , 
i,i
n,n
 , 
g,g
o,o
o,o
d,d
-,-
 , 
h,h
u,u
m,m
o,o
u,u
r,r
",",","
 , 
t,t
h,h
a,a
t,t
",",","
 , 
o,o
n,n
 , 
h,h
i,i
s,s
 , 
m,m
a,a
k,k
i,i
n,n
g,g
 , 
s,s
o,o
m,m
e,e
 , 
i,I
n,n
q,g
u,u
i,i
r,r
y,y
 , 
a,a
s,s
 ,<DEL>
 , 
t,t
h,h
e,e
 , 
m,m
a,a
n,n
n,n
e,e
r,r
 , 
i,i
n,n
 , 
w,w
h,h
i,i
c,c
h,h
 , 
h,h
e,e
r,r
 , 
t,t
i,i
m,m
e,e
 , 
h,h
a,a
d,d
 , 
p,p
a,a
s,s
s,s
e,e
d,d
 , 
a,a
t,t
 , 
H,H
u,u
n,n
s,s
f,f
o,o
r,r
d,d
",",","
 , 
s,s
h,h
e,e
 , 
m,m
e,e
n,n
t,t
i,i
o,o
n,n
e,e
 , 
C,C
o,o
l,l
o,o
n,n
e,e
l,l
 , 
F,F
i,i
t,t
z,z
w,w
i,i
l,l
l,l
i,i
a,a
m,m
’,’
s,s
 , 
a,a
n,n
d,d
b,b
a,a
l,l
a,a
l,l
a,a
j,j
e,e
k,k
;,;
 , 
z,z
v,v
u,u
k,k
",",","
 , 
v,v
k,k
u,u
s,s
",",","
 , 
p,p
r,r
o,o
v,v
e,e
d,d
e,e
n,n
í,í
",",","
 , 
o,o
v,v
l,l
á,á
d,d
á,á
n,n
í,í
 , 
n,n
á,á
s,s
t,t
r,r
o,o
j,j
e,e
",",","
 , 
c,c
h,h
a,a
r,r
a,a
k,k
t,t
e,e
r,r
 , 
r,r
e,e
p,p
r,r
o,o
d,d
u,u
k,k
c,c
e,e
 , 
m,m
o,o
t,t
i,i
v,v
ů,ů
 , 
—,—
 , 
v,v
š,š
e,e
 , 
t,t
o,o
 , 
b,b
y,y
l,l
o,o
 , 
s,s
v,v
é,é
",",","
 , 
p,p
ů,ů
v,v
o,o
d,d
n,n
í,í
",",","
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
e,e
c,c
k,k
é,é
.,.
 , 
J,J
e,e
d,d
e,e
n,n
 , 
z,z
 , 
k,k
y,y
t,t
a,a
r,r
i,i
s,s
t,t
ů,ů
 , 
o,o
v,v
l,l
á,á
d,d
a,a
l,l
 , 
t,t
a,a
k,k
é,é
 , 
z,z
n,n
a,a
m,m
e,e
n,n
i,i
t,t
ě,ě
 , 
s,s
v,v
ů,ů
j,j
 , 
n,n
á,á
s,s
t,t
r,r
o,o
j,j
.,.
 , 
B,B
y,y
l,l
 , 
t,t
o,o
 , 
o,o
n,n
e,e
n,n
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
e,e
c,c
 , 
p,p
ů,ů
v,v
o,o
d,d
u,u
 , 
š,š
l,l
e,e
c,c
h,h
t,t
i,i
c,c
k,k
é,é
h,h
o,o
",",","
 , 
j,j
e,e
n,n
ž,ž
t,t
r,r
e,e
s,s
t,t
a,a
n,n
ý,ý
 , 
n,n
e,e
p,p
o,o
c,c
í,í
t,t
í,í
 , 
a,a
n,n
i,i
 , 
<INS>,k
<INS>, 
d,d
o,o
s,s
t,t
 , 
m,m
a,a
l,l
é,é
 , 
b,b
o,o
l,l
e,e
s,s
t,t
i,i
.,.
 , 
A,A
l,l
e,e
<INS>,o
 , 
o,©
 , 
<INS>,*
<INS>,ž
<INS>,4
<INS>,4
<INS>, 
v,v
š,š
e,e
c,c
h,h
 , 
t,t
a,a
k,k
o,o
v,v
ý,ý
c,c
h,h
 , 
k,k
o,o
u,u
s,s
c,c
í,í
c,c
h,h
 , 
a,A
 , 
<INS>,4
<INS>, 
<INS>,«
<INS>,i
<INS>,k
<INS>, 
<INS>, 
f,f
o,o
r,r
t,t
e,e
l,l
í,í
c,c
h,h
 , 
j,j
e,e
 , 
z,z
n,n
á,á
m,m
o,o
 ,<DEL>
j,j
i,i
ž,ž
 , 
<INS>,Z
<INS>,M
<INS>, 
p,p
ř,ř
í,í
l,l
i,i
š,š
 , 
m,m
n,n
o,o
h,h
o,o
 , 
p,p
o,o
v,v
ě,ě
s,s
t,t
í,í
.,.
 , 
<INS>,a
<INS>,n
<INS>,i
<INS>,d
<INS>, 
A,A
v,v
š,š
a,a
k,k
 , 
i,<DEL>
 ,<DEL>
k,k
d,d
y,y
ž,ž
 , 
k,k
a,a
t,t
 , 
v,v
e,e
z,z
m,m
e,e
 , 
<INS>,©
<INS>, 
<INS>, 
p,p
o,o
d,d
p,p
l,l
a,a
t,t
e,e
k,k
",",","
 , 
a,a
b,b
y,y
 , 
t,t
r,r
e,e
s,s
t,t
a,a
l,l
 , 
m,m
í,í
r,r
n,n
ě,ě
",",","
 , 
p,p
r,r
v,v
n,n
í,í
 , 
r,r
á,á
n,n
u,u
 , 
z,z
a,a
s,s
a,a
d,d
í,í
 , 
p,p
ř,ř
e,e
c,c
e,e
 , 
z,z
 , 
c,c
e,e
l,l
é,é
h,h
o,o
 , 
r,r
o,o
z,z
m,m
a,a
c,c
h,h
u,u
 , 
a,a
 , 
z,z
e,e
 , 
v,v
š,š
í,í
 , 
s,s
í,í
l,l
y,y
.,","
 , 
S,S
t,t
a,a
l,l
o,o
 , 
s,s
e,e
 , 
t,t
o,o
<INS>, 
<INS>, 
<INS>,t
<INS>,e
o,o
f,f
 , 
c,c
o,o
u,u
r,r
s,s
e,e
",",","
 , 
a,a
n,n
d,d
 , 
a,a
t,t
 , 
a,a
 , 
p,p
r,r
o,o
p,p
e,e
r,r
 , 
h,h
o,o
u,u
r,r
 , 
t,t
h,h
e,e
y,y
 , 
j,j
o,o
i,i
n,n
e,e
d,d
 , 
t,t
h,h
e,e
 , 
p,p
a,a
r,r
t,t
y,y
 , 
i,i
n,n
 , 
L,L
a,a
d,d
y,y
 , 
C,C
a,a
t,t
h,h
e,e
r,r
i,i
n,n
e,e
<INS>,!
’, 
s,s
 , 
d,d
r,r
a,a
w,w
i,i
n,n
g,g
-,-
r,r
o,o
o,o
 , 
H,H
e,e
r,r
 , 
L,L
a,a
d,d
y,y
s,s
h,h
i,i
p,p
 , 
r,r
e,e
c,c
e,e
i,i
v,v
e,e
d,d
 , 
t,t
h,h
e,e
m,m
 , 
c,c
i,i
v,v
i,i
l,l
l,l
y,y
",",","
 , 
b,b
u,u
t,t
 , 
i,i
t,t
 , 
w,w
a,a
 , 
p,p
l,l
a,a
i,i
n,n
 , 
t,t
h,h
a,a
t,t
 , 
t,t
h,h
e,e
i,i
r,r
 , 
c,c
o,o
m,m
p,p
a,a
n,n
 , 
w,w
a,a
s,s
 , 
b,b
y,y
 , 
n,n
o,o
 , 
m,m
e,e
a,a
n,n
s,s
 , 
s,s
o,o
 , 
a,a
c,c
c,c
e,e
p,p
t,t
a,a
b,b
l,l
e,e
 , 
a,a
s,s
 , 
w,w
h,h
e,e
n,n
 , 
s,s
h,h
e,e
 , 
c,c
o,o
u,u
l,l
d,d
 , 
g,g
e,e
t,t
 , 
n,n
o,o
b,b
o,o
d,d
y,y
 , 
e,e
l,l
s,s
e,e
;,;
a,a
r,r
i,i
s,s
i,i
n,n
g,g
 , 
f,f
r,r
o,o
m,m
 , 
s,s
o,o
 , 
i,i
l,l
l,l
-,-
 , 
j,j
u,u
d,d
g,g
e,e
d,d
 , 
a,a
 , 
d,d
i,i
r,r
e,e
c,c
t,t
i,i
o,o
n,n
 , 
o,o
f,f
 , 
t,t
a,a
l,l
e,e
n,n
t,t
s,s
-,-
-,-
t,t
a,a
l,l
e,e
n,n
t,t
s,s
 , 
w,w
h,h
i,i
c,c
h,h
",",","
 , 
r,r
i,i
g,g
h,h
t,t
l,l
y,y
 , 
u,u
s,s
e,e
d,d
",",","
 , 
m,m
i,i
g,g
h,h
t,t
 , 
a,a
t,t
 , 
l,l
e,e
a,a
s,s
t,t
 , 
h,h
a,a
v,v
e,e
 , 
p,p
r,r
e,e
s,s
e,e
r,r
v,v
e,e
d,d
 , 
t,t
 , 
r,r
e,e
s,s
p,p
e,e
c,c
t,t
a,a
b,b
i,i
l,l
i,i
t,t
y,y
 , 
o,o
f,f
 , 
h,h
i,i
s,s
 , 
d,d
a,a
u,u
g,g
h,h
t,t
e,e
r,r
s,s
",",","
 , 
e,e
v,v
e,e
n,n
 , 
i,i
f,f
 , 
i,i
n,n
c,c
a,a
p,p
a,a
b,b
l,l
e,e
 , 
o,o
f,f
 , 
e,e
n,n
l,l
a,a
r,r
g,g
i,i
n,n
g,g
 , 
t,t
h,h
e,e
 , 
m,m
i,i
n,n
d,d
 , 
o,o
f,f
 , 
h,h
i,i
s,s
 , 
w,w
i,i
f,f
e,e
.,.
B,B
i,i
n,n
g,g
l,l
e,e
y,y
 , 
i,i
m,m
m,m
e,e
d,d
i,i
a,a
t,t
e,e
l,l
y,y
 , 
 ,<DEL>
h,h
e,e
r,r
 , 
e,e
y,y
e,e
s,s
 , 
o,o
n,n
 , 
h,h
i,i
s,s
 , 
f,f
a,a
c,c
e,e
",",","
 , 
d,d
e,e
s,s
i,i
r,r
e,e
d,d
 , 
h,h
e,e
 , 
w,w
o,o
u,u
l,l
d,d
 , 
t,t
e,e
l,l
l,l
 , 
w,w
h,h
a,a
t,t
 , 
l,l
a,a
d,d
y,y
 , 
h,h
a,a
d,d
 , 
t,t
h,h
e,e
 , 
c,c
r,r
 , 
o,o
f,f
 , 
i,i
n,n
s,s
p,p
i,i
r,r
i,i
n,n
g,g
 , 
s,s
u,u
c,c
h,h
 , 
r,r
e,e
f,f
l,l
e,e
c,c
t,t
i,i
o,o
n,n
s,s
.,.
 , 
M,M
r,r
.,.
 , 
D,D
a,a
r,r
c,c
 , 
r,r
e,e
p,p
l,l
i,i
e,e
d,d
",",","
 , 
w,w
i,i
t,t
h,h
 , 
g,g
r,r
e,e
a,a
t,t
p,p
o,o
d,d
í,í
v,v
á,á
 , 
s,s
e,e
;,;
 , 
t,t
u,u
 , 
u,u
v,v
i,i
d,d
í,í
",",","
 , 
j,j
a,a
c,c
í,í
 , 
j,j
s,s
o,o
u,u
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
c,c
i,i
 , 
c,c
h,h
l,l
a,a
p,p
í,í
c,c
i,i
.,.
 , 
T,T
o,o
 , 
n,n
e,e
n,n
í,í
 , 
o,o
b,b
y,y
č,č
e,e
j,j
n,n
é,é
 , 
p,p
ř,ř
e,e
d,d
s,s
t,t
a,a
v,v
e,e
n,n
í,í
 , 
p,p
r,r
o,o
s,s
t,t
ý,ý
c,c
h,h
 , 
v,v
o,o
j,j
á,á
k,k
ů,ů
 , 
s,s
 , 
j,j
a,a
k,k
ý,ý
m,m
i,i
s,s
i,i
 , 
k,k
u,u
k,k
l,l
a,a
m,m
i,i
",",","
 , 
s,s
 , 
p,p
l,l
o,o
v,v
o,o
u,u
c,c
í,í
m,m
i,i
 , 
l,l
o,o
ď,ď
k,k
a,a
m,m
i,i
",",","
 , 
s,s
 , 
c,c
h,h
o,o
d,d
í,i
c,c
í,i
m,m
i,i
 , 
m,m
e,e
d,d
v,v
ě,ě
d,d
y,y
 , 
a,a
 , 
k,k
o,o
z,z
a,a
m,m
i,i
.,.
 , 
Z,Z
d,d
e,e
 , 
j,j
s,s
o,o
u,u
 , 
h,h
e,e
r,r
c,c
i,i
",",","
 , 
s,s
k,k
u,u
t,t
e,e
č,č
n,n
í,í
S,S
t,t
r,r
á,á
ž,ž
m,m
i,i
s,s
t,t
r,r
 , 
Ž,Z
e,e
r,r
a,a
v,v
í,i
k,k
.,.
 , 
J,g
a,a
 , 
r,r
á,á
d,d
 , 
b,b
y,y
 , 
j,j
e,e
l,l
 , 
s,s
 , 
b,b
r,r
a,a
t,t
r,r
e,e
m,m
!,!
 , 
 ,<DEL>
n,n
e,e
m,m
ů,ů
ž,ž
e,e
",",","
 , 
n,n
e,e
s,s
m,m
í,í
!,!
 , 
P,P
ř,ř
i,i
 , 
<INS>, 
v,v
l,l
a,a
k,k
o,o
v,v
é,é
 , 
p,p
r,r
o,o
h,h
l,l
í,í
d,d
c,c
e,e
 , 
b,b
y,y
 , 
b,b
 , 
j,j
i,i
s,s
t,t
ě,ě
 , 
d,d
o,o
p,p
a,a
d,d
e,e
n,n
",",","
 , 
n,n
e,e
m,m
á,á
 , 
<INS>, 
p,p
a,a
d,d
ě,ě
l,l
a,a
n,n
é,é
 , 
d,d
o,o
k,k
l,l
a,a
d,d
y,y
.,<DEL>
.,<DEL>
.,<DEL>
 , 
D,D
o,o
s,s
t,t
a,a
n,n
e,e
š,š
-,-
l,l
i,i
 , 
