Truth,Pred
v,v
ě,e
d,d
ě,e
l,l
 , 
s,$
 , 
p,p
ř,t
e,e
m,m
r,r
š,s
t,t
ě,e
 , 
o,o
c,c
h,h
o,o
t,t
o,o
u,u
.,<DEL>
 , 
T,T
o,o
 , 
b,b
u,u
d,d
e,e
 , 
z,z
a,<DEL>
s,s
R,<DEL>
u,<DEL>
s,<DEL>
k,<DEL>
u,<DEL>
 ,<DEL>
r,<DEL>
o,<DEL>
k,<DEL>
u,<DEL>
 ,<DEL>
d,<DEL>
v,<DEL>
a,<DEL>
n,<DEL>
á,<DEL>
c,<DEL>
t,<DEL>
é,<DEL>
h,<DEL>
o,<DEL>
?,<DEL>
"""",<DEL>
 ,<DEL>
(,<DEL>
P,<DEL>
e,<DEL>
t,<DEL>
r,<DEL>
o,<DEL>
v,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
c,<DEL>
h,<DEL>
á,<DEL>
z,<DEL>
e,<DEL>
l,<DEL>
 ,<DEL>
z,<DEL>
 ,<DEL>
v,<DEL>
o,<DEL>
j,<DEL>
e,<DEL>
n,<DEL>
s,<DEL>
k,<DEL>
é,<DEL>
 ,<DEL>
š,<DEL>
k,<DEL>
o,<DEL>
l,<DEL>
y,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
b,<DEL>
y,<DEL>
l,<DEL>
 ,<DEL>
g,<DEL>
r,<DEL>
á,<DEL>
m,<DEL>
o,<DEL>
t,<DEL>
n,<DEL>
ý,<DEL>
.,<DEL>
),<DEL>
 ,<DEL>
„,<DEL>
J,<DEL>
e,<DEL>
 ,<DEL>
p,<DEL>
ř,<DEL>
í,<DEL>
b,<DEL>
u,<DEL>
z,<DEL>
n,<DEL>
ý,<DEL>
.,<DEL>
"""",<DEL>
 ,<DEL>
„,<DEL>
P,<DEL>
r,<DEL>
o,<DEL>
s,<DEL>
í,<DEL>
m,<DEL>
 ,<DEL>
v,<DEL>
á,<DEL>
s,<DEL>
",",<DEL>
 ,<DEL>
c,<DEL>
o,<DEL>
 ,<DEL>
t,<DEL>
o,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
",",<DEL>
 ,<DEL>
j,<DEL>
a,<DEL>
k,<DEL>
 ,<DEL>
o,<DEL>
 ,<DEL>
n,<DEL>
ě,<DEL>
m,<DEL>
 ,<DEL>
ř,<DEL>
í,<DEL>
k,<DEL>
a,<DEL>
j,<DEL>
í,<DEL>
",",<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
e,<DEL>
s,<DEL>
i,<DEL>
d,<DEL>
e,<DEL>
n,<DEL>
t,<DEL>
?,<DEL>
"""",<DEL>
 ,<DEL>
P,<DEL>
t,<DEL>
á,<DEL>
v,<DEL>
a,<DEL>
l,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
v,<DEL>
ž,<DEL>
d,<DEL>
y,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
 ,<DEL>
r,<DEL>
y,<DEL>
c,<DEL>
h,<DEL>
l,<DEL>
o,<DEL>
",",<DEL>
 ,<DEL>
ú,<DEL>
s,<DEL>
e,<DEL>
č,<DEL>
n,<DEL>
ě,<DEL>
",",<DEL>
 ,<DEL>
j,<DEL>
a,<DEL>
k,<DEL>
o,<DEL>
 ,<DEL>
b,<DEL>
y,<DEL>
 ,<DEL>
m,<DEL>
u,<DEL>
 ,<DEL>
z,<DEL>
á,<DEL>
l,<DEL>
e,<DEL>
ž,<DEL>
e,<DEL>
l,<DEL>
o,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
 ,<DEL>
t,<DEL>
o,<DEL>
m,<DEL>
",",<DEL>
 ,<DEL>
a,<DEL>
b,<DEL>
y,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
t,<DEL>
o,<DEL>
 ,<DEL>
d,<DEL>
o,<DEL>
v,<DEL>
ě,<DEL>
d,<DEL>
ě,<DEL>
l,<DEL>
 ,<DEL>
c,<DEL>
o,<DEL>
p,p
l,l
e,e
a,a
s,s
u,u
r,r
e,e
",",;
 , 
t,t
h,h
o,o
u,u
g,g
h,h
 , 
m,m
i,i
x,x
e,e
d,d
 , 
w,w
i,i
t,t
h,h
 , 
r,r
e,e
g,g
r,r
e,e
t,t
",",","
 , 
o,o
n,n
 , 
f,f
i,i
n,n
d,d
i,i
n,n
g,g
 , 
h,h
o,o
w,w
 , 
s,s
t,t
e,e
a,a
d,d
f,f
a,a
s,s
t,t
l,l
y,y
 , 
b,b
o,o
t,t
h,h
 , 
s,s
h,h
e,e
 , 
a,a
n,n
d,d
 , 
h,h
e,e
r,r
 , 
u,u
n,n
c,c
l,l
e,e
 , 
h,h
a,a
d,d
 , 
b,b
e,e
e,e
n,n
 , 
p,p
e,e
r,r
s,s
u,u
a,a
d,d
e,e
d,d
 , 
t,t
h,h
a,a
t,t
 , 
a,a
f,f
f,f
e,e
c,c
t,t
i,i
o,o
n,n
 , 
a,a
n,n
d,d
 , 
c,c
o,o
n,n
f,f
i,i
d,d
e,e
n,n
c,c
e,e
 , 
s,s
u,u
b,b
s,s
i,i
s,s
t,t
e,e
d,d
 , 
b,b
e,e
t,t
w,w
e,e
e,e
n,n
 , 
M,M
r,r
.,.
 , 
D,D
a,a
r,r
c,c
y,y
 , 
a,a
n,n
d,d
 , 
h,h
e,e
r,r
s,s
e,e
l,l
f,f
.,<DEL>
 ,<DEL>
S,S
h,h
e,e
 , 
w,w
a,a
s,s
 , 
r,<DEL>
o,o
u,u
s,s
e,e
d,d
 , 
f,f
r,r
o,o
m,m
 , 
h,h
e,e
r,r
 , 
s,s
e,e
a,a
t,t
 , 
a,a
n,n
d,d
 , 
h,h
e,e
r,r
 , 
r,r
e,e
f,f
l,l
e,e
c,c
t,t
i,i
o,o
n,n
s,s
",",","
 , 
b,b
<INS>,Y
y,y
 , 
s,s
o,o
m,m
e,e
o,o
n,n
e,e
’,<DEL>
s,s
b,b
l,l
a,a
ž,z
e,e
n,n
o,o
s,s
t,t
.,.
 , 
Z,Z
d,d
á,á
l,l
o,o
 , 
s,s
e,e
",",","
 , 
j,j
a,a
k,k
 , 
b,b
y,y
 , 
h,h
o,o
 , 
p,p
r,r
a,a
n,n
i,i
c,c
 , 
n,n
e,e
m,m
r,r
z,z
e,e
l,l
o,o
",",","
 , 
ž,2
 , 
s,s
e,e
 , 
d,d
o,o
s,s
t,t
a,a
l,l
 , 
d,d
o,o
 , 
k,k
á,á
z,z
n,n
i,i
c,c
e,e
.,.
 , 
<INS>,9
<INS>,2
<INS>, 
P,P
r,r
o,o
t,t
o,o
ž,z
e,e
 , 
b,b
y,y
l,l
 , 
k,k
l,l
e,e
n,n
o,o
t,t
n,n
í,l
k,k
e,e
m,m
",",","
 , 
a,a
 , 
v,v
e,e
 , 
m,m
ě,é
s,s
t,t
ě,é
 , 
k,k
l,l
e,e
n,n
o,o
t,t
n,n
í,l
k,k
a,a
 , 
n,n
e,e
b,b
y,y
l,l
o,o
",",;
 , 
p,p
r,r
a,a
c,c
o,o
v,v
a,a
l,l
 , 
n,n
e,e
u,u
s,s
t,t
á,a
l,l
 , 
v,v
e,e
 , 
m,m
ě,e
s,s
t,t
ě,e
 , 
u,u
 , 
r,r
ů,ů
z,z
n,n
ý,ý
c,c
h,h
 , 
p,p
á,á
n,n
 , 
ú,ú
ř,l
e,e
d,d
n,n
í,l
k,k
ů,ú
 , 
k,k
l,l
e,e
n,n
o,o
t,t
n,n
i,i
c,c
k,k
o,o
u,u
 , 
p,p
r,r
á,á
c,c
i,i
.,.
 ,<DEL>
T,T
ř,l
e,e
b,b
a,a
s,s
 , 
m,m
u,u
 , 
z,z
a,a
 , 
t,t
o,o
c,<DEL>
o,<DEL>
n,<DEL>
t,<DEL>
e,<DEL>
m,<DEL>
p,<DEL>
t,<DEL>
 ,<DEL>
o,<DEL>
f,<DEL>
 ,<DEL>
h,<DEL>
e,<DEL>
r,<DEL>
 ,<DEL>
o,<DEL>
w,<DEL>
n,<DEL>
 ,<DEL>
c,<DEL>
h,<DEL>
i,<DEL>
l,<DEL>
d,<DEL>
r,<DEL>
e,<DEL>
n,<DEL>
",",<DEL>
 ,<DEL>
w,<DEL>
a,<DEL>
s,<DEL>
 ,<DEL>
s,<DEL>
o,<DEL>
 ,<DEL>
h,<DEL>
i,<DEL>
g,<DEL>
h,<DEL>
l,<DEL>
y,<DEL>
 ,<DEL>
r,<DEL>
e,<DEL>
p,<DEL>
r,<DEL>
e,<DEL>
h,<DEL>
e,<DEL>
n,<DEL>
s,<DEL>
i,<DEL>
b,<DEL>
l,<DEL>
e,<DEL>
.,<DEL>
 ,<DEL>
B,<DEL>
u,<DEL>
t,<DEL>
 ,<DEL>
s,<DEL>
h,<DEL>
e,<DEL>
 ,<DEL>
h,<DEL>
a,<DEL>
d,<DEL>
 ,<DEL>
n,<DEL>
e,<DEL>
v,<DEL>
e,<DEL>
r,<DEL>
 ,<DEL>
f,<DEL>
e,<DEL>
l,<DEL>
t,<DEL>
 ,<DEL>
s,<DEL>
o,<DEL>
 ,<DEL>
s,<DEL>
t,<DEL>
r,<DEL>
o,<DEL>
n,<DEL>
g,<DEL>
l,<DEL>
y,<DEL>
 ,<DEL>
a,<DEL>
s,<DEL>
 ,<DEL>
n,<DEL>
o,<DEL>
w,<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
e,<DEL>
 ,<DEL>
d,<DEL>
i,<DEL>
s,<DEL>
a,<DEL>
d,<DEL>
v,<DEL>
a,<DEL>
n,<DEL>
t,<DEL>
a,<DEL>
g,<DEL>
e,<DEL>
s,<DEL>
 ,<DEL>
w,<DEL>
h,<DEL>
i,<DEL>
c,<DEL>
h,<DEL>
 ,<DEL>
m,<DEL>
u,<DEL>
s,<DEL>
t,<DEL>
 ,<DEL>
a,<DEL>
t,<DEL>
t,<DEL>
e,<DEL>
n,<DEL>
d,<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
e,<DEL>
 ,<DEL>
c,<DEL>
h,<DEL>
i,<DEL>
l,<DEL>
d,<DEL>
r,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
o,<DEL>
f,<DEL>
 ,<DEL>
s,<DEL>
o,<DEL>
 ,<DEL>
u,<DEL>
n,<DEL>
s,<DEL>
u,<DEL>
i,<DEL>
t,<DEL>
a,<DEL>
b,<DEL>
l,<DEL>
e,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
m,<DEL>
a,<DEL>
r,<DEL>
r,<DEL>
i,<DEL>
a,<DEL>
g,<DEL>
e,<DEL>
",",<DEL>
 ,<DEL>
n,<DEL>
o,<DEL>
r,<DEL>
 ,<DEL>
e,<DEL>
v,<DEL>
e,<DEL>
r,<DEL>
 ,<DEL>
b,<DEL>
e,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
s,<DEL>
o,<DEL>
 ,<DEL>
f,<DEL>
u,<DEL>
l,<DEL>
l,<DEL>
y,<DEL>
o,O
č,C
i,i
",",","
 , 
a,a
 , 
z,z
a,a
v,v
l,l
á,a
d,d
l,l
o,o
 , 
n,n
e,e
j,j
h,h
l,l
u,u
b,b
š,s
í,i
 , 
t,t
i,i
c,c
h,h
o,o
.,<DEL>
.,<DEL>
.,<DEL>
 , 
P,P
ř,r
e,e
d,d
s,s
t,t
a,a
v,v
e,e
n,n
í,i
 , 
s,s
e,e
 , 
p,p
o,o
č,c
a,a
l,l
o,o
.,:
 , 
V,V
e,e
d,d
l,l
e,e
 , 
m,m
n,n
e,e
 , 
s,s
t,t
á,a
l,l
 , 
A,A
l,l
e,e
j,j
 , 
v,v
e,e
 , 
s,s
k,k
u,u
p,p
i,i
n,n
ě,é
 , 
s,s
v,v
ý,ý
c,c
h,h
 , 
b,b
r,r
a,a
t,t
ř,r
í,i
 , 
a,a
 , 
v,v
š,š
e,e
c,c
h,h
 , 
o,o
s,s
t,t
a,a
t,t
n,n
í,i
c,c
h,h
 , 
Č,C
e,e
r,r
k,k
e,e
s,s
<INS>,u
ů, 
.,.
 , 
V,V
š,š
i,i
c,c
h,h
n,n
i,i
 , 
o,o
n,n
i,i
 , 
v,v
á,á
š,š
n,n
i,i
v,v
ě,ě
 , 
p,p
ř,ň
i,I
l,<DEL>
n,n
u,u
l,l
i,i
 , 
k,k
 , 
d,d
i,i
v,v
a,a
d,d
l,l
u,u
 , 
a,a
 , 
c,c
h,h
o,o
d,d
i,i
l,l
i,i
 , 
p,p
o,o
t,t
o,o
m,m
 , 
k,k
a,a
ž,ž
d,d
ý,ý
 , 
v,v
e,e
č,c
e,e
r,r
.,.
 , 
V,V
š,š
i,i
c,c
h,h
n,n
i,i
m,m
e,e
.,.
”,<DEL>
 , 
“,<DEL>
W,<DEL>
h,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
C,C
o,o
l,l
o,o
n,n
e,d
l,i
 , 
M,M
i,<DEL>
l,l
l,i
e,e
r,r
’, 
s,$
 , 
r,I
e,c
g,g
i,u
m,n
e,c
n,n
t,t
 , 
w,I
e,t
n,n
t,t
 , 
a,m
w,<DEL>
a,a
y,y
”,""""
 , 
T,T
h,b
e,e
 ,<DEL>
f,f
i,u
r,r
s,s
t,t
 , 
w,w
e,e
e,c
k,k
 ,<DEL>
o,o
f,f
 , 
t,M
h,<DEL>
e,e
i,i
r,r
 , 
r,I
e,e
t,t
u,u
r,r
n,n
 , 
w,""""
a,a
s,s
 , 
s,s
o,o
o,o
n,n
 , 
g,I
o,b
n,<DEL>
e,e
.,<DEL>
 , 
T,<DEL>
h,<DEL>
e,<DEL>
 ,<DEL>
s,s
e,e
c,c
o,o
n,n
d,d
 , 
b,b
e,e
g,g
a,a
n,n
.,<DEL>
 , 
I,I
t,t
 ,<DEL>
w,w
a,a
s,s
 , 
t,Q
h,<DEL>
e,e
 , 
l,l
a,a
s,s
t,t
 , 
o,o
f,f
 ,<DEL>
t,t
h,h
e,e
 , 
r,[
e,c
g,g
i,u
m,c
e,<DEL>
n,n
t,t
’, 
s,$
 , 
s,s
t,<DEL>
a,a
y,y
 , 
i,M
n,<DEL>
 , 
M,M
e,e
r,r
y,y
t,t
o,o
n,n
",",<DEL>
 , 
a,a
n,<DEL>
d,d
 , 
a,a
l,l
l,l
 , 
t,t
h,<DEL>
e,e
 , 
y,y
o,o
u,u
n,n
g,g
 , 
l,h
a,a
d,d
i,i
e,e
s,s
 , 
i,i
n,n
 ,<DEL>
t,t
h,<DEL>
e,e
 , 
n,p
e,c
i,i
g,g
h,h
b,b
o,o
u,u
r,r
h,h
o,o
o,o
d,d
 , 
w,T
e,e
<INS>,I
<INS>,c
<INS>, 
<INS>,W
r,b
e,e
<INS>,n
<INS>, 
<INS>,E
<INS>,o
<INS>,n
<INS>,c
r,r
e,e
t,t
u,u
r,r
n,n
e,e
d,d
 , 
i,i
n,n
t,t
o,o
 , 
t,t
h,h
e,e
 , 
d,d
r,r
a,a
w,w
i,i
n,n
g,g
-,-
r,r
o,o
o,o
m,m
.,<DEL>
 , 
M,M
r,r
s,s
<INS>, 
<INS>,4
.,5
 , 
B,B
e,e
n,n
n,n
e,e
t,t
’,<DEL>
s,<DEL>
 , 
s,s
c,c
h,h
e,e
m,m
e,e
s,s
 , 
f,f
o,o
r,r
 , 
d,<DEL>
a,<DEL>
y,<DEL>
 ,<DEL>
w,w
e,e
r,r
e,e
 , 
i,i
n,n
e,e
f,f
f,f
e,e
c,c
t,t
u,u
a,a
l,l
 , 
B,B
i,i
n,n
g,g
l,l
e,e
y,y
 , 
w,w
a,a
s,s
 , 
e,e
v,v
e,e
r,r
y,y
t,t
h,h
i,i
 , 
t,t
h,h
a,a
t,t
 , 
w,w
a,a
s,s
 , 
c,c
h,h
a,a
r,r
m,m
i,i
n,n
g,g
",",","
 , 
e,<DEL>
 ,<DEL>
t,t
h,h
e,e
 , 
p,p
r,r
o,o
f,f
e,e
s,s
s,s
e,e
d,d
 , 
l,l
o,o
v,v
e,e
r,r
 , 
 ,<DEL>
h,h
e,e
r,r
 , 
d,d
a,a
u,u
g,g
h,h
t,t
e,e
r,r
.,<DEL>
 , 
H,H
i,i
s,s
 , 
e,e
a,a
 , 
a,a
n,n
d,d
 , 
c,c
h,h
e,e
e,e
r,r
f,f
u,u
l,l
n,n
e,e
s,s
s,s
 , 
r,r
e,e
n,n
 , 
h,h
i,i
m,m
 , 
a,<DEL>
 ,<DEL>
m,m
o,o
s,s
t,t
 , 
a,a
g,g
r,r
e,e
e,e
a,a
b,b
l,l
e,e
<INS>, 
<INS>,d
<INS>,a
<INS>,y
s,s
e,e
e,e
i,i
n,n
g,g
 , 
h,h
e,e
r,r
 , 
f,f
a,a
t,t
h,h
e,e
r,r
 , 
 ,<DEL>
p,p
a,a
i,i
n,n
s,s
 , 
t,t
o,o
 , 
g,g
e,e
t,t
 , 
a,a
c,c
q,q
u,u
 , 
w,w
i,i
t,t
h,h
 , 
h,h
i,i
m,m
;,;
 , 
a,a
n,n
d,d
 , 
M,M
r,r
.,.
 , 
s,s
o,o
o,o
n,n
 , 
a,a
s,s
s,s
u,u
r,r
e,e
d,d
 , 
h,h
e,e
r,r
 , 
 ,<DEL>
w,w
a,a
s,s
 , 
r,r
i,i
s,s
i,i
n,n
g,g
 , 
e,e
v,v
e,e
r,r
y,y
 , 
 ,<DEL>
h,h
i,i
s,s
 , 
e,e
s,s
t,t
e,e
e,e
m,m
.,.
 , 
“,""""
I,I
 , 
a,a
d,d
 , 
m,m
y,y
 , 
t,t
h,h
r,r
e,e
e,e
 , 
s,s
o,o
n,n
s,s
-,-
i,i
n,n
-,-
c,2
o,0
 , 
j,j
i,i
m,n
i,n
 , 
t,t
a,a
m,m
 , 
h,h
ý,y
b,b
e,e
 , 
n,n
y,y
n,n
í,í
",",;
 , 
k,k
t,t
e,e
r,r
é,é
 , 
o,o
t,t
á,á
z,z
k,k
y,y
 ,<DEL>
j,j
e,e
 , 
n,n
y,y
n,n
í,i
 , 
z,z
a,a
j,j
í,i
m,m
a,a
j,j
í,i
?,?
 , 
C,C
h,h
y,y
t,t
a,a
l,l
 , 
j,j
s,s
e,e
m,m
 , 
s,<DEL>
e,<DEL>
 ,<DEL>
j,j
e,e
d,d
n,r
o,o
t,t
l,t
i,i
v,v
ý,y
c,c
h,h
 , 
s,s
l,l
o,o
v,v
í,i
č,č
e,e
k,l
",",<DEL>
 , 
č,č
e,e
t,t
l,l
 , 
j,j
s,s
e,e
m,m
 , 
m,m
e,e
z,z
i,i
 , 
ř,ř
á,á
d,d
k,k
y,y
",",;
 , 
s,s
n,n
a,a
ž,ž
i,1
l,l
 , 
j,J
s,s
e,e
m,m
 , 
<INS>,-
s,s
e,e
 , 
v,v
y,y
n,n
a,a
j,j
í,i
t,t
i,i
 , 
t,t
a,a
j,j
e,e
m,m
n,n
ý,y
 , 
<INS>, 
s,s
m,m
y,y
s,s
l,l
<INS>, 
",",","
 , 
n,n
a,a
r,r
á,á
ž,ž
k,k
y,y
<INS>,:
 , 
n,n
a,a
 , 
m,m
i,i
n,n
u,u
l,l
o,o
s,s
t,t
;,;
 , 
v,'
y,<DEL>
h,h
l,l
e,e
d,d
á,á
v,v
a,a
l,l
 ,<DEL>
j,j
s,s
e,e
m,m
 , 
s,s
t,t
o,o
p,p
y,y
 , 
t,t
o,o
h,h
o,o
",",_
 , 
c,c
o,o
 , 
d,d
ř,ř
í,í
v,v
e,e
 , 
z,z
a,a
 , 
m,m
é,é
 , 
d,d
o,o
b,b
y,y
 , 
b,b
o,q
u,u
ř,ř
i,i
l,l
o,o
 , 
l,J
i,i
d,d
i,i
",",","
 ,<DEL>
a,<DEL>
č,<DEL>
a,<DEL>
j,<DEL>
e,<DEL>
.,<DEL>
 ,<DEL>
D,D
o,o
 , 
s,s
t,t
o,o
d,d
o,o
l,l
y,y
 , 
m,m
u,u
 , 
 ,<DEL>
t,t
ř,ř
i,i
 , 
t,t
e,e
p,p
l,l
é,é
 , 
p,p
ř,ř
i,i
k,k
r,r
ý,ý
v,v
k,k
y,y
.,.
 , 
I,I
 , 
t,t
a,a
t,t
o,o
 , 
n,n
o,o
c,c
 , 
m,m
i,i
n,n
u,u
l,l
a,a
 , 
k,k
l,l
i,i
d,d
 , 
R,R
á,á
n,n
o,o
 , 
š,š
e,e
l,l
 , 
z,z
a,a
s,s
e,e
 , 
d,d
o,o
 , 
k,k
r,r
y,y
t,t
 , 
B,B
y,y
l,l
 , 
m,m
a,a
l,l
á,á
t,t
n,n
ý,ý
 , 
a,a
 , 
j,j
i,i
ž,ž
 , 
m,m
u,u
 , 
n,n
e,e
b,b
y,y
l,l
o,o
 , 
a,a
n,n
i,i
 , 
d,d
o,o
 , 
ř,ř
e,e
č,č
i,i
.,.
 ,<DEL>
V,V
 , 
p,p
o,o
l,l
e,e
d,d
n,n
e,e
 , 
ř,ř
e,e
k,k
l,l
a,a
 , 
m,m
a,a
t,t
k,k
a,a
<INS>, 
<INS>,č
<INS>,a
<INS>,j
<INS>,e
<INS>,.
d,d
i,i
f,f
f,f
e,e
r,r
e,e
n,n
t,t
l,l
y,y
.,.
 , 
B,B
u,u
t,t
 , 
e,e
v,v
e,e
r,r
y,y
b,b
o,o
d,d
y,y
 , 
i,i
s,s
 , 
t,t
o,o
 , 
j,j
u,u
d,d
g,g
 , 
t,t
h,h
e,e
m,m
s,s
e,e
l,l
v,v
e,e
s,s
",",","
 , 
a,a
n,n
d,d
 , 
t,t
h,h
e,e
 , 
L,L
u,u
c,c
a,a
s,s
e,e
s,s
 , 
a,a
r,r
e,e
 , 
a,<DEL>
 ,<DEL>
v,v
e,e
r,r
y,y
 , 
g,<DEL>
 ,<DEL>
s,s
o,o
r,r
t,t
 , 
o,o
f,f
 , 
g,g
i,i
r,r
l,l
s,s
",",","
 , 
I,<DEL>
 ,<DEL>
a,a
s,s
s,s
 , 
y,Y
o,o
u,u
<INS>, 
.,.
 , 
I,I
t,t
 , 
i,i
s,s
 , 
a,<DEL>
 ,<DEL>
p,p
i,i
t,t
y,y
 , 
t,t
h,h
 , 
a,a
r,r
e,e
 , 
n,n
o,o
t,t
 , 
h,h
a,a
n,n
d,d
s,s
o,o
m,m
e,e
!,<DEL>
 , 
N,N
o,o
 , 
t,t
h,h
a,a
t,t
 ,<DEL>
I,<DEL>
 , 
t,t
h,h
i,i
n,n
k,k
 , 
C,C
h,h
a,a
r,r
l,l
o,o
t,t
 , 
v,v
e,e
r,r
y,y
 , 
p,p
l,l
a,a
i,i
n,n
;,;
 , 
b,b
u,u
t,t
 , 
t,t
h,h
e,e
n,n
 , 
i,i
s,s
 , 
o,o
u,u
r,r
 , 
p,p
a,a
r,r
t,t
i,i
c,c
u,u
l,l
a,a
r,r
r,r
e,e
g,g
r,r
e,e
t,t
 ,?
i,_
n,<DEL>
 ,<DEL>
m,<DEL>
y,y
 , 
s,s
i,i
s,s
t,t
e,e
r,r
’,<DEL>
s,s
 , 
a,a
b,p
s,s
e,e
n,n
c,c
e,e
",",<DEL>
 , 
I,<DEL>
 ,<DEL>
m,m
a,a
y,y
 ,_
r,<DEL>
e,e
a,a
s,s
 , 
h,h
o,ö
p,p
e,e
 ,:
t,t
o,o
 ,<DEL>
h,h
a,á
v,v
e,e
 , 
a,a
l,l
l,l
 , 
m,m
y,y
 , 
<INS>,'
e,e
x,x
p,p
e,e
c,c
t,t
a,a
t,t
i,i
o,o
n,n
s,s
<INS>,:
 , 
o,o
f,t
 , 
p,p
l,l
e,e
a,a
 , 
r,r
e,e
a,a
l,l
i,i
z,z
e,e
d,d
.,:
 , 
A,^
 , 
s,s
c,C
h,h
e,e
m,m
e,e
 , 
 ,<DEL>
w,w
h,n
i,i
c,c
h,h
 , 
e,e
v,v
e,e
r,r
y,y
 , 
p,p
a,a
r,r
t,t
 , 
p,p
r,r
o,ö
 , 
d,d
e,e
l,l
i,i
g,g
h,h
t,ť
 , 
c,c
a,a
n,n
 , 
n,p
e,e
v,v
e,e
r,r
 , 
b,b
e,e
a,a
s,s
t,t
o,o
n,n
i,i
s,s
h,h
m,m
e,e
n,n
t,t
 , 
a,a
t,t
 , 
h,h
i,i
s,s
<INS>,6
 , 
<INS>,[
c,c
o,o
m,m
i,i
n,n
g,g
-,-
-,-
a,a
t,t
 , 
h,h
i,i
s,s
 , 
c,c
o,o
m,m
i,i
n,n
g,g
 , 
N,N
e,e
t,t
h,h
e,e
r,r
f,f
i,i
e,e
l,l
d,d
",",","
 , 
t,t
o,o
<INS>,n
<INS>,s
<INS>,r
<INS>,J
<INS>,s
<INS>,h
 , 
L,L
o,o
n,n
g,g
b,b
o,o
u,u
r,r
n,n
",",","
 , 
a,a
n,n
d,d
<INS>,d
<INS>,p
<INS>,n
<INS>,o
<INS>,J
 , 
v,v
o,o
l,l
u,u
n,n
t,t
a,a
r,r
i,i
l,l
y,y
 , 
s,s
e,e
e,e
k,k
i,i
n,n
g,g
 , 
h,h
e,e
 , 
a,a
g,g
a,a
i,i
n,n
",",","
 , 
w,w
a,a
s,s
 , 
a,a
l,l
m,m
o,o
s,s
t,t
 , 
e,e
q,q
u,u
 , 
t,t
o,o
 ,<DEL>
w,w
h,h
a,a
t,t
 , 
s,s
h,h
e,e
 , 
h,h
a,a
d,d
 , 
k,k
n,n
o,o
w,w
 , 
f,f
i,i
r,r
s,s
t,t
 , 
w,w
i,i
t,t
n,n
e,e
s,s
s,s
i,i
n,n
g,g
 , 
h,h
i,i
s,s
 , 
<INS>,2
<INS>,l
<INS>, 
a,a
l,l
t,t
e,e
r,r
e,e
d,d
 , 
b,b
e,e
h,h
a,a
v,v
i,i
o,o
u,u
r,r
 , 
i,i
n,n
<INS>,l
<INS>,6
s,s
e,e
 , 
m,n
á,á
 ,<DEL>
n,n
a,a
č,c
 , 
o,o
p,p
ř,r
í,í
t,t
i,i
 , 
j,j
e,e
s,s
t,t
 , 
p,p
r,r
o,o
s,s
t,t
 , 
n,n
e,e
n,n
á,a
v,v
 , 
c,C
o,o
 , 
s,s
e,e
 , 
m,m
u,u
 , 
p,p
ř,r
i,i
h,h
o,o
d,d
i,i
 , 
p,a
o,<DEL>
k,<DEL>
l,<DEL>
á,<DEL>
d,d
á,a
 , 
z,Z
a,a
 , 
n,n
e,e
o,o
d,d
v,v
 , 
f,f
a,a
k,k
t,t
u,u
m,m
",",","
 , 
k,k
t,t
e,e
r,r
é,e
 , 
n,n
e,e
 , 
p,n
ř,é
i,m
 , 
n,<DEL>
ě,<DEL>
m,<DEL>
",",","
 , 
a,a
n,n
i,i
ž,z
 , 
v,v
e,e
 , 
s,s
v,v
é,e
 , 
p,n
ř,e
i,<DEL>
 ,<DEL>
n,n
ě,<DEL>
m,<DEL>
",",","
 , 
n,n
ý,ý
b,b
 , 
d,d
l,l
o,o
u,u
h,h
o,o
",", 
 ,b
d,d
l,l
o,o
u,u
h,h
o,o
 , 
j,j
<INS>, 
<INS>,p
<INS>,o
<INS>,k
<INS>,l
<INS>, 
<INS>,p
<INS>,r
<INS>,i
<INS>, 
<INS>,p
<INS>,r
<INS>,i
t,l
o,o
 ,<DEL>
t,t
h,h
e,e
 ,o
c,m
o,<DEL>
n,n
s,s
e,c
q,s
u,p
e,M
n,r
c,r
e,<DEL>
 , 
h,0
e,0
 ,1
w,2
a,7
s,<DEL>
 , 
w,S
o,o
u,o
n,n
<INS>,u
d,d
<INS>,h
i,i
n,n
g,s
",",<DEL>
 ,<DEL>
b,b
u,u
t,l
 , 
w,R
a,a
s,s
 ,<DEL>
v,<DEL>
e,e
r,n
y,i
 , 
u,u
n,n
l,l
i,<DEL>
k,k
e,c
l,h
y,<DEL>
 ,<DEL>
t,t
o,o
 ,r
r,o
e,n
c,D
o,t
m, 
m,I
e,e
n,l
d,<DEL>
 , 
h,h
i,u
s,s
 , 
